time, light, accx, accy, accz,
29.344, 2.21806, -0.0102756, 0.0652852, 9.84083, 
29.376, 2.25496, 0.000399964, -0.0396136, 9.88057, 
29.408, 2.24151, -1.72918, 0.0413592, 9.84678, 
29.44, 2.22734, 0.064548, 0.302664, 9.85104, 
29.472, 2.22199, 0.033165, 0.0200625, 9.76583, 
29.504, 2.2254, -0.0262948, 0.0426485, 9.7683, 
29.536, 2.23604, -0.0157752, 0.00912369, 9.84129, 
29.568, 2.2418, -0.00198596, -0.0184972, 9.8056, 
29.6, 2.21524, 0.0261842, -0.0316917, 9.82386, 
29.632, 2.24138, -0.0329218, -0.051887, 9.86815, 
29.664, 2.24624, -0.0205864, -0.0167938, 9.84011, 
29.696, 2.25184, -0.0123069, -0.00531485, 9.79289, 
29.728, 2.23308, -0.0546583, 0.0435846, 9.83025, 
29.76, 2.23726, 0.0371506, -0.0730597, 9.9218, 
29.792, 2.2448, -0.0542491, -0.0114255, 9.71204, 
29.824, 2.22198, 0.0602624, -0.14848, 9.77455, 
29.856, 2.21261, -0.0933944, 0.0106431, 9.81, 
29.888, 2.23858, -0.116306, 0.0311632, 9.86691, 
29.92, 2.21361, -0.0145676, -0.0903353, 9.80643, 
29.952, 2.21598, 0.0969884, 0.0172929, 9.82163, 
29.984, 2.20298, -0.00266847, 0.00330341, 9.82612, 
30.016, 2.20648, -0.0734802, -0.00604903, 9.84942, 
30.048, 2.2367, -0.0192423, 0.011134, 9.79665, 
30.08, 2.20473, 0.100496, 0.0966715, 9.73225, 
30.112, 2.19629, -0.0101405, 0.0444544, 9.83374, 
30.144, 2.20077, 0.046836, 0.116067, 9.69044, 
30.176, 2.22885, 0.0613466, 0.107697, 9.7835, 
30.208, 2.20996, -0.030908, -0.00218413, 9.82858, 
30.24, 2.21005, -0.0225075, -0.0134754, 9.84157, 
30.272, 2.20263, 0.0487562, 0.0840975, 9.82916, 
30.304, 2.20659, -0.0429592, 0.116878, 9.83397, 
30.336, 2.19615, 0.0473618, 0.0803468, 9.86936, 
30.368, 2.19051, -0.000650236, 0.0920597, 9.86866, 
30.4, 2.19171, 0.0295437, 0.0556653, 9.73494, 
30.432, 2.20014, -0.0327617, -0.0586618, 9.84653, 
30.464, 2.16841, 0.00255024, 0.0638029, 9.77435, 
30.496, 2.19428, 0.0370348, 0.0484727, 9.85496, 
30.528, 2.16431, -0.0088105, 0.0204329, 9.8567, 
30.56, 2.17843, -0.019379, -0.016452, 9.77975, 
30.592, 2.17269, 0.0173989, -0.0837762, 9.78945, 
30.624, 2.19038, -0.0851776, 0.06206, 9.74326, 
30.656, 2.18739, -0.0147999, 0.0509313, 9.87852, 
30.688, 2.15721, -0.115217, 0.0297625, 9.7797, 
30.72, 2.14277, 0.0600456, -0.0155439, 9.74362, 
30.752, 2.11715, -0.024944, -0.0170248, 9.84127, 
30.784, 2.09035, 0.0766995, 0.0376168, 9.8197, 
30.816, 2.08198, -0.00437912, 0.0234155, 9.79292, 
30.848, 2.04948, -0.0122092, -0.0156773, 9.77257, 
30.88, 2.03673, -0.0422097, -0.0135926, 9.73259, 
30.912, 2.01523, -0.0551522, 0.0519413, 9.81418, 
30.944, 2.00264, 0.00643875, 0.0280922, 9.74271, 
30.976, 1.98464, -0.0477338, -0.322135, 9.73798, 
31.008, 1.94966, 0.0764164, -0.0137738, 9.81345, 
31.04, 1.93658, -2.91401, -0.891786, 9.89096, 
31.072, 1.92297, 1.29288, 0.354528, 9.78001, 
31.104, 1.88507, -0.0455731, 0.0900102, 9.83026, 
31.136, 1.86613, 0.00608073, 0.0937039, 9.7639, 
31.168, 1.8412, -2.09631, 0.998505, 9.82143, 
31.2, 1.83862, -0.136291, 0.197288, 9.75422, 
31.232, 1.80876, 0.0195288, 0.0670342, 9.7583, 
31.264, 1.812, -1.51252, 0.616027, 9.75734, 
31.296, 1.78184, -1.50068, 0.620178, 9.79367, 
31.328, 1.78588, -1.49994, 0.578601, 9.83482, 
31.36, 1.7692, 2.21114, 0.825391, 9.32635, 
31.392, 1.73384, 0.125399, 0.128504, 9.86667, 
31.424, 1.73274, -0.11585, 0.0276185, 9.79498, 
31.456, 1.69692, 0.116774, -0.080536, 9.77826, 
31.488, 1.67817, -1.73126, -0.248567, 9.84238, 
31.52, 1.67766, -0.17657, -0.090055, 9.81653, 
31.552, 1.64063, -1.79439, 0.278698, 9.7992, 
31.584, 1.6397, -1.59729, 0.514517, 9.83462, 
31.616, 1.62316, 0.54744, 0.330476, 9.85861, 
31.648, 1.5946, 0.00802421, 0.0953349, 9.82545, 
31.68, 1.58017, -0.0210444, 0.0474434, 9.79245, 
31.712, 1.5571, -0.0713639, 0.104521, 9.70733, 
31.744, 1.54828, -0.0480256, 0.0868536, 9.9044, 
31.776, 1.52095, -1.72094, 0.34577, 9.79298, 
31.808, 1.50774, 0.105579, -0.0315607, 9.8225, 
31.84, 1.48494, 0.0626048, 0.0604022, 9.7869, 
31.872, 1.47164, -1.81328, 0.441213, 9.73009, 
31.904, 1.45041, -1.74946, 0.189585, 9.87287, 
31.936, 1.4391, 0.498629, 0.279513, 9.79588, 
31.968, 1.42914, -0.000793022, -0.085712, 9.79906, 
32, 1.40041, -0.39634, 0.0320153, 9.80262, 
32.032, 1.39073, 0.029665, -0.00599859, 9.74873, 
32.064, 1.37555, -0.0314868, 0.0656761, 9.76359, 
32.096, 1.35416, -1.69747, 0.1242, 9.87766, 
32.128, 1.34591, -0.194502, 0.133398, 9.81868, 
32.16, 1.3292, 0.0474091, -0.00707251, 9.70325, 
32.192, 1.31377, 0.0737724, -0.0936918, 9.86941, 
32.224, 1.29971, 0.0868892, -0.0204773, 9.75116, 
32.256, 1.28107, 0.0227268, -0.0645209, 9.81723, 
32.288, 1.26663, -1.83295, -0.192452, 9.78804, 
32.32, 1.25557, 0.00821682, -0.0740856, 9.84077, 
32.352, 1.23792, 0.0406543, 0.0467911, 9.78771, 
32.384, 1.2252, -0.026431, -0.055755, 9.84199, 
32.416, 1.21211, 0.0628434, -0.0719062, 9.83915, 
32.448, 1.19627, 0.0650196, -0.00189166, 9.72943, 
32.48, 1.18505, 0.00502122, -0.0166083, 9.74165, 
32.512, 1.16932, 0.0333388, 0.032373, 9.74656, 
32.544, 1.15913, -0.000399266, 0.0187542, 9.79859, 
32.576, 1.14517, -0.0716821, -0.0489348, 9.74064, 
32.608, 1.13198, 0.0936437, -0.0202137, 9.7876, 
32.64, 1.11857, 0.00208391, -0.00458854, 9.79926, 
32.672, 1.10528, -0.0315256, -0.0885756, 9.83566, 
32.704, 1.09439, 0.00448056, 0.0397268, 9.88812, 
32.736, 1.08216, -0.0668236, -0.0038438, 9.76914, 
32.768, 1.07111, 0.0157453, 0.131523, 9.8323, 
32.8, 1.0573, 0.0859207, -0.0129681, 9.73841, 
32.832, 1.04614, 0.0551547, 0.0507599, 9.82118, 
32.864, 1.03471, 0.000392355, -0.0278084, 9.85679, 
32.896, 1.0237, -0.0584376, -0.0375072, 9.80632, 
32.928, 1.01245, -0.0189789, -0.00772079, 9.79196, 
32.96, 1.0015, -0.0152843, -0.00540329, 9.72464, 
32.992, 1, 0.0271751, -0.0145339, 9.8216, 
33.024, 1, 0.0473705, 0.045351, 9.71118, 
33.056, 1, 0.0130587, -0.101925, 9.81217, 
33.088, 1, -0.0418308, -0.0824323, 9.82825, 
33.12, 1, -0.0815829, 0.0303218, 9.77495, 
33.152, 1, 0.0703712, 0.011893, 9.77268, 
33.184, 1, 0.024376, -0.0785378, 9.7864, 
33.216, 1, -0.0631256, -0.0371428, 9.7722, 
33.248, 1, -0.116653, -0.02741, 9.76404, 
33.28, 1, -0.112903, -0.00273458, 9.79156, 
33.312, 1, 0.0919862, 0.0329883, 9.83104, 
33.344, 1, -0.0358481, -0.0215274, 9.88492, 
33.376, 1, -0.0410201, -0.0214391, 9.82127, 
33.408, 1, -0.0909868, 0.0119418, 9.84856, 
33.44, 1, 0.0619057, 0.299334, 9.85511, 
33.472, 1, 0.00941216, 0.341961, 9.79075, 
33.504, 1, 0.0582622, 0.450403, 9.74928, 
33.536, 1, 0.0896716, 0.402485, 9.80532, 
33.568, 1, 0.0376848, 0.384434, 9.80663, 
33.6, 1, -0.0150157, 0.401913, 9.87802, 
33.632, 1, 0.021759, 0.372616, 9.83951, 
33.664, 1, 0.00468769, 0.296098, 9.8094, 
33.696, 1, 0.0396009, 0.377187, 9.76725, 
33.728, 1, 0.0799076, 0.360662, 9.77821, 
33.76, 1, 0.0881637, 0.322504, 9.74768, 
33.792, 1, 0.0999812, 0.32045, 9.84726, 
33.824, 1, 0.0958622, 0.288955, 9.79702, 
33.856, 1, 0.0301693, 0.28144, 9.76616, 
33.888, 1, 0.0264114, 0.330277, 9.76173, 
33.92, 1, 0.039513, 0.282636, 9.72047, 
33.952, 1, 0.0381687, 0.318893, 9.79028, 
33.984, 1, 0.031244, 0.369076, 9.78195, 
34.016, 1, 0.0781525, 0.304831, 9.89138, 
34.048, 1, -0.00414035, 0.383637, 9.84101, 
34.08, 1, 0.0815702, 0.266138, 9.7786, 
34.112, 1, 0.0393488, 0.29414, 9.82718, 
34.144, 1, 0.164588, 0.147168, 9.76705, 
34.176, 1, 0.116377, 0.12873, 9.8123, 
34.208, 1, 0.158689, 0.135769, 9.85712, 
34.24, 1, 0.0840008, 0.151606, 9.76871, 
34.272, 1, 0.136965, 0.0978797, 9.78974, 
34.304, 1, -0.13181, 0.392473, 9.84553, 
34.336, 1, -0.117676, 0.364505, 9.86411, 
34.368, 1, -0.155382, 0.311374, 9.82953, 
34.4, 1, -0.0830639, 0.374538, 9.79187, 
34.432, 1, -0.12423, -0.00570761, 9.81486, 
34.464, 1, -0.0603675, 0.0553286, 9.83391, 
34.496, 1, -0.139689, 0.173852, 9.85197, 
34.528, 1, -0.0988129, 0.0246758, 9.80584, 
34.56, 1, 0.194546, 0.332739, 9.82828, 
34.592, 1, 0.1998, 0.333051, 9.72818, 
34.624, 1, 0.148692, 0.278896, 9.79121, 
34.656, 1, 0.103869, 0.307248, 9.81129, 
34.688, 1, 0.0533714, 0.135106, 9.79712, 
34.72, 1, 0.147213, 0.123648, 9.81089, 
34.752, 1, 0.0572407, 0.0897338, 9.80191, 
34.784, 1, 0.0941739, 0.0533947, 9.80142, 
34.816, 1, -0.0283946, 0.207087, 9.87716, 
34.848, 1, 0.0898659, 0.0928281, 9.76365, 
34.88, 1, 0.0814544, 0.0833919, 9.74142, 
34.912, 1, 0.0535918, 0.138527, 9.89747, 
34.944, 1, 0.0702753, 0.130126, 9.80288, 
34.976, 1, 0.0813035, 0.174898, 9.74539, 
35.008, 1, 0.119166, 0.172019, 9.82378, 
35.04, 1, 0.0116334, 0.067155, 9.82717, 
35.072, 1, 0.0466664, 0.146857, 9.85851, 
35.104, 1, -0.00499487, 0.116602, 9.75784, 
35.136, 1, -0.0209136, 0.101963, 9.74988, 
35.168, 1, 0.0535935, 0.19082, 9.88593, 
35.2, 1, 0.130944, 0.120185, 9.77124, 
35.232, 1, 0.0187234, 0.0382028, 9.80266, 
35.264, 1, 0.0439354, 0.14924, 9.83393, 
35.296, 1, -0.0271555, 0.0906941, 9.84352, 
35.328, 1, 0.0771677, 0.209985, 9.82389, 
35.36, 1, 0.0794597, 0.183682, 9.81154, 
35.392, 1, -0.0375967, 0.136292, 9.73094, 
35.424, 1, 0.000526215, 0.13463, 9.84584, 
35.456, 1, 0.0508304, 0.0367672, 9.91833, 
35.488, 1, 0.0160273, 0.1619, 9.85907, 
35.52, 1, 0.0580953, 0.198029, 9.76726, 
35.552, 1, -0.0851475, 0.161105, 9.76201, 
35.584, 1, -0.00982011, 0.183914, 9.81305, 
35.616, 1, -0.00165555, 0.427867, 9.75485, 
35.648, 1, 0.017282, 0.294817, 9.78261, 
35.68, 1, -0.000602472, 0.475767, 9.83829, 
35.712, 1, 0.0212247, 0.404538, 9.76362, 
35.744, 1, 0.0255571, 0.332063, 9.72154, 
35.776, 1, -0.00805391, 0.370675, 9.81605, 
35.808, 1, 0.00429973, 0.319349, 9.82986, 
35.84, 1, 0.126274, 0.427204, 9.89209, 
35.872, 1, 0.102709, 0.3839, 9.84236, 
35.904, 1, 0.145388, 0.300512, 9.78471, 
35.936, 1, 0.0873714, 0.361334, 9.80924, 
35.968, 1, 0.0694368, 0.398487, 9.76354, 
36, 1, 0.0647739, 0.366479, 9.85586, 
36.032, 1, 0.0966871, 0.339202, 9.79541, 
36.064, 1, 0.0797405, 0.334787, 9.79858, 
36.096, 1, 0.0636025, 0.381204, 9.78989, 
36.128, 1, -0.00333833, 0.356714, 9.79746, 
36.16, 1, 0.0798651, 0.307965, 9.79914, 
36.192, 1, 0.103779, 0.348703, 9.8214, 
36.224, 1, 0.000733491, 0.29188, 9.77065, 
36.256, 1, 0.0275704, 0.227477, 9.7457, 
36.288, 1, 0.0143017, 0.390132, 9.83447, 
36.32, 1, 0.0552023, 0.33301, 9.84779, 
36.352, 1, 0.0880131, 0.26171, 9.75813, 
36.384, 1, 0.0146719, 0.304725, 9.78072, 
36.416, 1, 0.142596, 0.206752, 9.81169, 
36.448, 1, 0.151264, 0.277091, 9.82451, 
36.48, 1, 0.129377, 0.369301, 9.90785, 
36.512, 1, -0.0310826, 0.338256, 9.82312, 
36.544, 1, 0.115425, 0.132373, 9.86258, 
36.576, 1, 0.135296, 0.18021, 9.80588, 
36.608, 1, 0.0706158, 0.211482, 9.78054, 
36.64, 1, 0.133971, 0.16291, 9.70699, 
36.672, 1, -0.0304122, 0.126336, 9.90857, 
36.704, 1, -0.10516, 0.345121, 9.79575, 
36.736, 1, -0.0567706, 0.303643, 9.78726, 
36.768, 1, -0.146511, 0.202433, 9.82067, 
36.8, 1, -0.166904, 0.320716, 9.86422, 
36.832, 1, -0.137666, 0.144853, 9.85975, 
36.864, 1, -0.142883, 0.27468, 9.82699, 
36.896, 1, -0.0564597, 0.110802, 9.83367, 
36.928, 1, -0.106589, 0.122395, 9.8173, 
36.96, 1, 0.0858964, 0.305962, 9.93091, 
36.992, 1, 0.0550409, 0.335417, 9.87078, 
37.024, 1, 0.0540908, 0.344031, 9.79684, 
37.056, 1, 0.0860923, 0.275692, 9.80279, 
37.088, 1, 0.0734366, 0.125777, 9.77424, 
37.12, 1, 0.102198, 0.0965223, 9.73159, 
37.152, 1, 0.0919655, 0.10719, 9.79086, 
37.184, 1, 0.0419316, 0.0618489, 9.71114, 
37.216, 1, -0.0189704, 0.134769, 9.7213, 
37.248, 1, 0.0950249, 0.00654713, 9.86872, 
37.28, 1, 0.044312, 0.0894406, 9.75493, 
37.312, 1, 0.0437913, 0.171596, 9.80826, 
37.344, 1, 0.0569242, 0.0717055, 9.80497, 
37.376, 1, -0.0093621, 0.118221, 9.72706, 
37.408, 1, 0.0413047, 0.0477984, 9.90094, 
37.44, 1, 0.0877036, 0.153413, 9.76627, 
37.472, 1, 0.00253792, 0.0598535, 9.87186, 
37.504, 1, 0.0202951, 0.110092, 9.90716, 
37.536, 1, 0.0460328, 0.116535, 9.82792, 
37.568, 1, 0.128354, 0.105038, 9.84288, 
37.6, 1, 0.131512, 0.166205, 9.93992, 
37.632, 1, 0.130566, 0.0484559, 9.82506, 
37.664, 1, 0.072395, 0.143953, 9.7922, 
37.696, 1, -0.0136849, 0.120236, 9.8449, 
37.728, 1, -0.00468394, 0.120982, 9.87214, 
37.76, 1, 0.0617693, 0.112163, 9.74053, 
37.792, 1, 0.081502, 0.184386, 9.88036, 
37.824, 1, -0.0654358, 0.18401, 9.80107, 
37.856, 1, -0.023587, 0.0680718, 9.87394, 
37.888, 1, 0.0308903, 0.113569, 9.87759, 
37.92, 1, 0.0431262, 0.183976, 9.73254, 
37.952, 1, 0.0495794, 0.141628, 9.81804, 
37.984, 1, -0.00319549, -0.0489025, 9.81031, 
38.016, 1, -0.0302846, -0.010359, 9.87882, 
38.048, 1, -0.0318727, -0.0399528, 9.87434, 
38.08, 1, -0.0873453, -0.0192221, 9.69766, 
38.112, 1, 0.0725776, 0.0360896, 9.87466, 
38.144, 1, 0.0481161, -0.0238888, 9.838, 
38.176, 1, 0.0113664, -0.0517436, 9.79263, 
38.208, 1, -0.00766812, -0.0529492, 9.85644, 
38.24, 1, 0.00213445, 0.0349808, 9.87015, 
38.272, 1, -0.0188665, -0.0650907, 9.83899, 
38.304, 1, 0.0340297, -0.00502215, 9.88702, 
38.336, 1, -0.0660434, -0.050379, 9.75806, 
38.368, 1, -0.0263643, -0.0328786, 9.79527, 
38.4, 1, 0.0254725, 0.0410407, 9.79115, 
38.432, 1, -0.0318041, 0.196551, 9.74926, 
38.464, 1, -0.0350348, -0.000282598, 9.87246, 
38.496, 1, 0.0282808, -0.00382962, 9.72123, 
38.528, 1, -0.0413259, -0.00955792, 9.82668, 
38.56, 1.00404, 0.00561784, -0.110269, 9.80521, 
38.592, 1.01566, 0.0118279, -0.00512223, 9.90421, 
38.624, 1.0265, 0.0110077, 0.0257464, 9.79532, 
38.656, 1.03484, -0.0570394, -0.0260717, 9.77382, 
38.688, 1.04924, 0.140497, -0.0970228, 9.78471, 
38.72, 1.05588, 0.0597514, -0.0183717, 9.7834, 
38.752, 1.06695, -0.0177994, 0.052788, 9.83878, 
38.784, 1.08521, -0.0431962, -0.0203153, 9.85013, 
38.816, 1.0904, 0.0516547, 0.0131571, 9.71391, 
38.848, 1.11237, 0.100308, -0.061204, 9.90031, 
38.88, 1.12414, -0.0194968, -0.0276447, 9.8989, 
38.912, 1.12307, -0.0309216, 0.0927281, 9.80389, 
38.944, 1.14781, 0.0434259, -0.0677556, 9.79944, 
38.976, 1.16228, 0.0545343, 0.286261, 9.84479, 
39.008, 1.16176, -0.117154, -0.0118327, 9.74075, 
39.04, 1.18933, 0.0170529, -0.0188466, 9.7921, 
39.072, 1.19218, -0.0357442, 0.00871639, 9.83016, 
39.104, 1.19927, 0.00257234, -0.0823759, 9.82357, 
39.136, 1.23647, -0.0642629, -0.118149, 9.74006, 
39.168, 1.22684, -0.00526807, -0.0773432, 9.78247, 
39.2, 1.24677, -0.0433304, -0.0270331, 9.78307, 
39.232, 1.28654, -0.0491939, -0.0799008, 9.7387, 
39.264, 1.26976, -0.129027, -0.0869937, 9.89205, 
39.296, 1.31712, -0.0142085, -0.0479166, 9.88509, 
39.328, 1.32601, -0.066553, 0.124574, 9.8272, 
39.36, 1.31385, -0.0718378, 0.081327, 9.80056, 
39.392, 1.36178, -0.0335221, -0.020766, 9.70934, 
39.424, 1.3762, -0.107251, 0.0778804, 9.9142, 
39.456, 1.36888, 0.0166932, 0.0270182, 9.72719, 
39.488, 1.41821, 0.0161867, 0.0361816, 9.82131, 
39.52, 1.40066, -0.0101814, 0.0603961, 9.85392, 
39.552, 1.41133, 0.0767316, 0.0597211, 9.82669, 
39.584, 1.46726, 0.0369763, -0.0364311, 9.81543, 
39.616, 1.44176, -0.0159521, 0.0688989, 9.93928, 
39.648, 1.50708, -0.0484066, 0.0729917, 9.78361, 
39.68, 1.52515, -0.0169259, -0.0243107, 9.74567, 
39.712, 1.50309, 0.00405589, 0.0204837, 9.75722, 
39.744, 1.5586, -0.0518916, -0.268867, 9.73036, 
39.776, 1.57753, -0.00960874, 0.0160585, 9.95547, 
39.808, 1.55006, 0.0205954, -0.0917005, 9.83499, 
39.84, 1.61881, -0.0583969, -0.0392153, 9.83682, 
39.872, 1.57342, -0.0210788, -0.112179, 9.87239, 
39.904, 1.58688, -0.0172755, -0.114061, 9.81031, 
39.936, 1.6594, -0.0270315, 0.0363017, 9.89793, 
39.968, 1.62834, -0.023152, -0.0265016, 9.83329, 
40, 1.65225, 0.0271712, -0.0162823, 9.74968, 
40.032, 1.70869, 0.066195, 0.090295, 9.74288, 
40.064, 1.66499, -0.0190241, -0.0271178, 9.71462, 
40.096, 1.75044, -0.069169, 0.0417203, 9.86357, 
40.128, 1.77886, -0.0346706, 0.1668, 9.85565, 
40.16, 1.72357, -0.0631482, 0.0187665, 9.8548, 
40.192, 1.82, 0.0106747, -0.102254, 9.74093, 
40.224, 1.8176, -0.0267697, -0.0636536, 9.88029, 
40.256, 1.77184, -0.0203792, 0.0841136, 9.73025, 
40.288, 1.87618, -0.0282253, 0.179121, 9.82238, 
40.32, 1.80655, -0.064226, -0.0753404, 9.76742, 
40.352, 1.82861, 0.0066646, -0.083927, 9.7895, 
40.384, 1.92732, 0.0239606, -0.0163923, 9.79225, 
40.416, 1.85953, -1.7783, 0.20563, 9.76176, 
40.448, 1.9743, 0.345566, 0.281185, 9.86845, 
40.48, 1.97184, 0.0249352, 0.0492611, 9.77336, 
40.512, 1.94361, 0.0333385, -0.0562634, 9.77211, 
40.544, 2.02062, 0.054564, 0.0143913, 9.82859, 
40.576, 2.03705, -1.84937, 0.314993, 9.89459, 
40.608, 1.97686, -1.78572, 0.267422, 9.78877, 
40.64, 2.09681, -1.76113, 0.188353, 9.7968, 
40.672, 2.01482, 1.52016, 0.82183, 9.77422, 
40.704, 2.03166, 0.0459603, 0.101516, 9.82134, 
40.736, 2.11757, -1.76331, 0.180636, 9.83228, 
40.768, 2.04634, -1.80373, 0.0567153, 9.77775, 
40.8, 2.06368, 1.53738, 0.814542, 9.90104, 
40.832, 2.17764, -0.424128, 0.0244089, 9.72771, 
40.864, 2.08606, 0.790286, 0.637821, 9.87165, 
40.896, 2.17461, 0.0182548, -0.0410684, 9.73313, 
40.928, 2.17089, 0.0738344, 0.0599926, 9.80783, 
40.96, 2.09904, -1.7044, -0.285895, 9.82622, 
40.992, 2.17086, -1.71832, -0.118599, 9.72121, 
41.024, 2.1762, 2.2492, 0.14262, 9.77556, 
41.056, 2.07131, 1.39999, 0.735746, 9.82556, 
41.088, 2.20201, 0.0774002, -0.0175726, 9.81169, 
41.12, 2.09562, -0.00204635, -0.0265271, 9.78876, 
41.152, 2.08001, 0.105366, -0.0935152, 9.82388, 
41.184, 2.1784, -0.00889958, -0.00627669, 9.8067, 
41.216, 2.1192, 0.0134703, 0.00373162, 9.88976, 
41.248, 2.20265, 0.0118381, 0.0306475, 9.89938, 
41.28, 2.19325, 0.0798077, 0.102846, 9.77584, 
41.312, 2.12257, -0.048641, -0.00934198, 9.81099, 
41.344, 2.18792, 0.0691579, -0.00952332, 9.83412, 
41.376, 2.19325, -0.117919, 0.000692153, 9.77563, 
41.408, 2.12719, -0.0139265, 0.0750061, 9.74396, 
41.44, 2.22967, -0.0427151, -0.0205729, 9.89878, 
41.472, 2.10446, -0.0324154, 0.036083, 9.77118, 
41.504, 2.13349, -0.0373179, -0.0269075, 9.83489, 
41.536, 2.2256, 0.016964, -0.000262294, 9.81591, 
41.568, 2.12246, 0.033329, -0.0442234, 9.80099, 
41.6, 2.13884, 0.0621196, -0.0530831, 9.7502, 
41.632, 2.21451, -0.0307207, -0.0462914, 9.87102, 
41.664, 2.13804, -0.0309279, -0.0634512, 9.78609, 
41.696, 2.22459, 0.0221862, -0.0700866, 9.7265, 
41.728, 2.21153, 0.12119, 0.0154781, 9.87495, 
41.76, 2.12403, -0.00459404, -0.0379924, 9.80828, 
41.792, 2.23208, -0.0528392, -0.0766831, 9.79979, 
41.824, 2.24855, 0.0664838, 0.00346589, 9.81139, 
41.856, 2.11929, 1.77967, 0.413858, 9.71108, 
41.888, 2.21902, 0.00389688, -0.0425023, 9.77612, 
41.92, 2.13054, 0.0480785, 0.026953, 9.90378, 
41.952, 2.13835, 0.114257, -0.194074, 9.82907, 
41.984, 2.23281, -0.00915454, 0.0161903, 9.78218, 
42.016, 2.13682, 0.0834813, -0.116577, 9.88089, 
42.048, 2.22113, -0.0349359, 0.162418, 9.85975, 
42.08, 2.23126, -0.0176515, -0.0114578, 9.79532, 
42.112, 2.14766, 0.0238859, 0.0251231, 9.8103, 
42.144, 2.2427, -0.0487192, -0.0349477, 9.78707, 
42.176, 2.24808, -0.0175362, 0.188965, 9.82408, 
42.208, 2.12523, -0.126299, -0.00326639, 9.77244, 
42.24, 2.24524, -0.00488134, -0.0683594, 9.82372, 
42.272, 2.12553, 0.0154835, 0.00784917, 9.76036, 
42.304, 2.12039, 0.0968161, 0.0437153, 9.79842, 
42.336, 2.22063, 0.0054934, -0.010592, 9.75527, 
42.368, 2.12658, -0.0704468, 0.012127, 9.89545, 
42.4, 2.15233, 0.0281142, 0.105889, 9.81422, 
42.432, 2.24918, -0.0785181, 0.0461449, 9.72259, 
42.464, 2.11363, -1.37091, -0.0534955, 9.90013, 
42.496, 2.21992, -0.0783251, -0.0688034, 9.81413, 
42.528, 2.21697, 0.0173744, -0.116211, 9.8588, 
42.56, 2.13645, -0.021826, -0.0629351, 9.80868, 
42.592, 2.21207, 0.0182455, 0.0307046, 9.82065, 
42.624, 2.24261, 0.0669806, 0.0113727, 9.75288, 
42.656, 2.12056, -0.0300799, -0.0448858, 9.88452, 
42.688, 2.21937, -0.0467849, 0.0372229, 9.9119, 
42.72, 2.12331, 0.107948, -0.0766259, 9.85491, 
42.752, 2.12371, -0.07368, 0.0675925, 9.84152, 
42.784, 2.21315, 0.0242614, 0.0254597, 9.87775, 
42.816, 2.13161, 0.0757317, -0.107734, 9.84664, 
42.848, 2.23446, -0.0368052, -0.0423562, 9.76904, 
42.88, 2.20312, -0.0256617, -0.058268, 9.84653, 
42.912, 2.11219, -0.0567669, -0.058963, 9.77314, 
42.944, 2.20474, 0.027356, 0.0382612, 9.76147, 
42.976, 2.20491, -0.103646, -0.0844076, 9.86408, 
43.008, 2.10648, 0.0201965, 0.0581447, 9.77054, 
43.04, 2.21169, 0.0601823, -0.0991121, 9.86401, 
43.072, 2.10134, -0.0204729, -0.0520419, 9.82569, 
43.104, 2.11845, 0.054763, 0.0190872, 9.77577, 
43.136, 2.19756, -0.0481494, -0.0216572, 9.83638, 
43.168, 2.0883, 0.127391, 0.0102771, 9.85816, 
43.2, 2.10149, 0.00418298, 0.0352008, 9.85237, 
43.232, 2.17301, 0.0467073, 0.378588, 9.82455, 
43.264, 2.08536, 0.0108459, -0.00627474, 9.78241, 
43.296, 2.17324, 0.0212998, -0.0183866, 9.81014, 
43.328, 2.18849, 0.0624273, 0.0341601, 9.82313, 
43.36, 2.08877, 0.12163, 0.060646, 9.79776, 
43.392, 2.1716, -0.00810193, 0.0771248, 9.82458, 
43.424, 2.18582, -0.0399538, -0.0242097, 9.84721, 
43.456, 2.08852, 0.0359673, 0.100413, 9.82997, 
43.488, 2.169, 0.0103047, 0.00411035, 9.84976, 
43.52, 2.0684, -0.0108139, -0.121195, 9.82619, 
43.552, 2.03819, -0.0489865, 0.0528119, 9.80861, 
43.584, 2.11016, 0.0140124, -0.0734967, 9.84034, 
43.616, 1.99847, -0.0223655, 0.0380142, 9.80769, 
43.648, 2.07604, 0.0500232, 0.0815353, 9.76815, 
43.68, 2.04981, -0.0633011, 0.0118343, 9.76868, 
43.712, 1.94542, 0.072355, -0.0814629, 9.71944, 
43.744, 2.0185, 0.00228123, -0.104296, 9.89418, 
43.776, 2.00325, -0.0424618, 0.0296269, 9.75017, 
43.808, 1.89924, -0.0174316, 0.0273795, 9.85485, 
43.84, 1.96002, -0.0468815, -0.0243665, 9.75565, 
43.872, 1.86772, 0.0397577, -0.108575, 9.85051, 
43.904, 1.83974, 0.00037919, -0.0118062, 9.78046, 
43.936, 1.91628, -0.0430317, 0.0455684, 9.83965, 
43.968, 1.82849, 0.0181692, 0.0450079, 9.83648, 
44, 1.80532, 0.00792237, -0.0528207, 9.81166, 
44.032, 1.87891, 0.0159912, -0.00232158, 9.81047, 
44.064, 1.80282, -0.0527931, 0.0128947, 9.78123, 
44.096, 1.85452, 0.0600454, 0.133415, 9.74496, 
44.128, 1.84179, 1.80777, -0.175635, 9.82277, 
44.16, 1.78209, 0.0587251, 0.0646079, 9.89082, 
