time, posx, posy, heading, posx_acc, posy_acc, heading_acc,
28.288, 3.22957, 0.0446697, 0.0321637, 0, 0, 0, 
28.32, 3.24127, 0.0449485, 0.0238122, 0, 0, 0, 
28.352, 3.24127, 0.0449485, -0.00529806, 0, 0, 0, 
28.384, 3.24127, 0.0449485, -0.0431291, 0, 0, 0, 
28.416, 3.24127, 0.0449485, -0.0880568, 0, 0, 0, 
28.448, 3.25286, 0.0439607, -0.085009, 0, 0, 0, 
28.48, 3.26451, 0.043077, -0.0757081, 0, 0, 0, 
28.512, 3.27615, 0.0423403, -0.0632217, 0, 0, 0, 
28.544, 3.287, 0.041819, -0.0479977, 0, 0, 0, 
28.576, 3.29799, 0.0414541, -0.0331987, 0, 0, 0, 
28.608, 3.30886, 0.0412614, -0.0177241, 0, 0, 0, 
28.64, 3.32023, 0.041008, -0.0222915, 0, 0, 0, 
28.672, 3.33096, 0.0408324, -0.0163552, 0, 0, 0, 
28.704, 3.34171, 0.040713, -0.0111108, 0, 0, 0, 
28.736, 3.35241, 0.0406599, -0.00495607, 0, 0, 0, 
28.768, 3.36313, 0.0406654, 0.000506257, 0, 0, 0, 
28.8, 3.36313, 0.0406654, 0.0294843, 0, 0, 0, 
28.832, 3.36313, 0.0406654, 0.0663989, 0, 0, 0, 
28.864, 3.37509, 0.0414877, 0.0686625, 0, 0, 0, 
28.896, 3.38679, 0.0422896, 0.0684422, 0, 0, 0, 
28.928, 3.39784, 0.0431465, 0.077387, 0, 0, 0, 
28.96, 3.39784, 0.0431465, 0.108268, 0, 0, 0, 
28.992, 3.39784, 0.0431465, 0.14431, 0, 0, 0, 
29.024, 3.4095, 0.044819, 0.142454, 0, 0, 0, 
29.056, 3.42116, 0.0464744, 0.141016, 0, 0, 0, 
29.088, 3.43284, 0.0480938, 0.137767, 0, 0, 0, 
29.12, 3.43284, 0.0480938, 0.167691, 0, 0, 0, 
29.152, 3.44447, 0.0500262, 0.164714, 0, 0, 0, 
29.184, 3.44447, 0.0500262, 0.19318, 0, 0, 0, 
29.216, 3.45602, 0.0522644, 0.191388, 0, 0, 0, 
29.248, 3.45602, 0.0522644, 0.221949, 0, 0, 0, 
29.28, 3.46753, 0.0548338, 0.219658, 0, 0, 0, 
29.312, 3.47882, 0.0573672, 0.22066, 0, 0, 0, 
29.344, 3.49015, 0.0599097, 0.220703, 0, 0, 0, 
29.376, 3.50146, 0.062441, 0.220171, 0, 0, 0, 
29.408, 3.50146, 0.062441, 0.250358, 0, 0, 0, 
29.44, 3.51295, 0.0654442, 0.255711, 0, 0, 0, 
29.472, 3.52441, 0.068479, 0.258987, 0, 0, 0, 
29.504, 3.53564, 0.0714422, 0.257816, 0, 0, 0, 
29.536, 3.54689, 0.0743664, 0.254365, 0, 0, 0, 
29.568, 3.55801, 0.0772207, 0.2512, 0, 0, 0, 
29.6, 3.56919, 0.0800649, 0.249202, 0, 0, 0, 
29.632, 3.58035, 0.0828768, 0.246842, 0, 0, 0, 
29.664, 3.59156, 0.0856871, 0.245686, 0, 0, 0, 
29.696, 3.60276, 0.0884759, 0.243862, 0, 0, 0, 
29.728, 3.61411, 0.0912551, 0.240276, 0, 0, 0, 
29.76, 3.62551, 0.093993, 0.235573, 0, 0, 0, 
29.792, 3.63692, 0.0966726, 0.230754, 0, 0, 0, 
29.824, 3.64784, 0.0992859, 0.234991, 0, 0, 0, 
29.856, 3.65873, 0.101938, 0.238703, 0, 0, 0, 
29.888, 3.66963, 0.104632, 0.24236, 0, 0, 0, 
29.92, 3.68051, 0.107372, 0.246724, 0, 0, 0, 
29.952, 3.69142, 0.110156, 0.249961, 0, 0, 0, 
29.984, 3.70229, 0.112984, 0.254334, 0, 0, 0, 
30.016, 3.71316, 0.115866, 0.259152, 0, 0, 0, 
30.048, 3.724, 0.118796, 0.264086, 0, 0, 0, 
30.08, 3.73482, 0.121794, 0.270229, 0, 0, 0, 
30.112, 3.74563, 0.124856, 0.276022, 0, 0, 0, 
30.144, 3.7564, 0.127972, 0.281585, 0, 0, 0, 
30.176, 3.7672, 0.131145, 0.285994, 0, 0, 0, 
30.208, 3.77797, 0.134373, 0.291072, 0, 0, 0, 
30.24, 3.78876, 0.13766, 0.295807, 0, 0, 0, 
30.272, 3.79952, 0.140995, 0.300525, 0, 0, 0, 
30.304, 3.81028, 0.144394, 0.305863, 0, 0, 0, 
30.336, 3.82105, 0.147843, 0.310064, 0, 0, 0, 
30.368, 3.83179, 0.151351, 0.315505, 0, 0, 0, 
30.4, 3.8425, 0.154897, 0.319687, 0, 0, 0, 
30.432, 3.85323, 0.158503, 0.324292, 0, 0, 0, 
30.464, 3.86368, 0.162016, 0.324301, 0, 0, 0, 
30.496, 3.8741, 0.165517, 0.324235, 0, 0, 0, 
30.528, 3.88454, 0.169024, 0.324136, 0, 0, 0, 
30.56, 3.89497, 0.172514, 0.322829, 0, 0, 0, 
30.592, 3.90555, 0.176064, 0.323618, 0, 0, 0, 
30.624, 3.91618, 0.179641, 0.324807, 0, 0, 0, 
30.656, 3.92679, 0.183232, 0.326268, 0, 0, 0, 
30.688, 3.93745, 0.186844, 0.326785, 0, 0, 0, 
30.72, 3.94808, 0.190458, 0.327759, 0, 0, 0, 
30.752, 3.95869, 0.194093, 0.329863, 0, 0, 0, 
30.784, 3.96931, 0.197758, 0.332517, 0, 0, 0, 
30.816, 3.97991, 0.201436, 0.333952, 0, 0, 0, 
30.848, 3.99054, 0.205148, 0.335786, 0, 0, 0, 
30.88, 4.00084, 0.208789, 0.339966, 0, 0, 0, 
30.912, 4.01113, 0.212478, 0.344225, 0, 0, 0, 
30.944, 4.02141, 0.216219, 0.348976, 0, 0, 0, 
30.976, 4.03252, 0.220176, 0.342064, 0, 0, 0, 
31.008, 4.04386, 0.224094, 0.332732, 0, 0, 0, 
31.04, 4.04386, 0.224094, 0.294295, 0, 0, 0, 
31.072, 4.05539, 0.227485, 0.286115, 0, 0, 0, 
31.104, 4.06695, 0.23077, 0.276663, 0, 0, 0, 
31.136, 4.07856, 0.233918, 0.264895, 0, 0, 0, 
31.168, 4.07856, 0.233918, 0.230855, 0, 0, 0, 
31.2, 4.07856, 0.233918, 0.260659, 0, 0, 0, 
31.232, 4.07856, 0.233918, 0.230452, 0, 0, 0, 
31.264, 4.07856, 0.233918, 0.192539, 0, 0, 0, 
31.296, 4.07856, 0.233918, 0.146299, 0, 0, 0, 
31.328, 4.07856, 0.233918, 0.0923434, 0, 0, 0, 
31.36, 4.08996, 0.234926, 0.0881285, 0, 0, 0, 
31.392, 4.08996, 0.234926, 0.059233, 0, 0, 0, 
31.424, 4.10137, 0.235581, 0.05733, 0, 0, 0, 
31.456, 4.10137, 0.235581, 0.0812752, 0, 0, 0, 
31.488, 4.10137, 0.235581, 0.115657, 0, 0, 0, 
31.52, 4.10137, 0.235581, 0.0954017, 0, 0, 0, 
31.552, 4.10137, 0.235581, 0.0574588, 0, 0, 0, 
31.584, 4.10137, 0.235581, 0.0137959, 0, 0, 0, 
31.616, 4.113, 0.235752, 0.0147246, 0, 0, 0, 
31.648, 4.12466, 0.235917, 0.0141772, 0, 0, 0, 
31.68, 4.13633, 0.236085, 0.0144154, 0, 0, 0, 
31.712, 4.148, 0.236248, 0.013974, 0, 0, 0, 
31.744, 4.148, 0.236248, -0.0116292, 0, 0, 0, 
31.776, 4.148, 0.236248, -0.0479217, 0, 0, 0, 
31.808, 4.15976, 0.235678, -0.0484398, 0, 0, 0, 
31.84, 4.15976, 0.235678, -0.0717315, 0, 0, 0, 
31.872, 4.15976, 0.235678, -0.106644, 0, 0, 0, 
31.904, 4.15976, 0.235678, -0.146507, 0, 0, 0, 
31.936, 4.17149, 0.233971, -0.144604, 0, 0, 0, 
31.968, 4.18318, 0.232288, -0.142961, 0, 0, 0, 
32, 4.18318, 0.232288, -0.171147, 0, 0, 0, 
32.032, 4.18318, 0.232288, -0.148585, 0, 0, 0, 
32.064, 4.18318, 0.232288, -0.173648, 0, 0, 0, 
32.096, 4.18318, 0.232288, -0.207225, 0, 0, 0, 
32.128, 4.18318, 0.232288, -0.181487, 0, 0, 0, 
32.16, 4.19427, 0.230301, -0.177337, 0, 0, 0, 
32.192, 4.20538, 0.228363, -0.172718, 0, 0, 0, 
32.224, 4.21651, 0.226464, -0.168873, 0, 0, 0, 
32.256, 4.22768, 0.224606, -0.164823, 0, 0, 0, 
32.288, 4.22768, 0.224606, -0.132084, 0, 0, 0, 
32.32, 4.23875, 0.223146, -0.131219, 0, 0, 0, 
32.352, 4.24984, 0.22172, -0.127804, 0, 0, 0, 
32.384, 4.26095, 0.220341, -0.123518, 0, 0, 0, 
32.416, 4.27208, 0.218992, -0.120626, 0, 0, 0, 
32.448, 4.28319, 0.217669, -0.118498, 0, 0, 0, 
32.48, 4.29433, 0.216367, -0.116383, 0, 0, 0, 
32.512, 4.3055, 0.215081, -0.114647, 0, 0, 0, 
32.544, 4.31667, 0.213827, -0.111781, 0, 0, 0, 
32.576, 4.32786, 0.212606, -0.10859, 0, 0, 0, 
32.608, 4.33903, 0.211406, -0.10706, 0, 0, 0, 
32.64, 4.35024, 0.210227, -0.104817, 0, 0, 0, 
32.672, 4.36149, 0.209074, -0.102205, 0, 0, 0, 
32.704, 4.37274, 0.207953, -0.0992368, 0, 0, 0, 
32.736, 4.38396, 0.206881, -0.0952698, 0, 0, 0, 
32.768, 4.3952, 0.205835, -0.0928424, 0, 0, 0, 
32.8, 4.40648, 0.204832, -0.0885995, 0, 0, 0, 
32.832, 4.41773, 0.203879, -0.0845103, 0, 0, 0, 
32.864, 4.42901, 0.202967, -0.0807325, 0, 0, 0, 
32.896, 4.44031, 0.202101, -0.0764434, 0, 0, 0, 
32.928, 4.45162, 0.201273, -0.0730398, 0, 0, 0, 
32.96, 4.46298, 0.200478, -0.0698724, 0, 0, 0, 
32.992, 4.47437, 0.199727, -0.0658957, 0, 0, 0, 
33.024, 4.48579, 0.199014, -0.0623249, 0, 0, 0, 
33.056, 4.49715, 0.198358, -0.0577364, 0, 0, 0, 
33.088, 4.50855, 0.197736, -0.0544567, 0, 0, 0, 
33.12, 4.51997, 0.197142, -0.0520168, 0, 0, 0, 
33.152, 4.53142, 0.196572, -0.0497079, 0, 0, 0, 
33.184, 4.54285, 0.196289, -0.0247642, 0, 0, 0, 
33.216, 4.55429, 0.196287, -0.000166981, 0, 0, 0, 
33.248, 4.56573, 0.196568, 0.0246017, 0, 0, 0, 
33.28, 4.57716, 0.197134, 0.0495034, 0, 0, 0, 
33.312, 4.58857, 0.197974, 0.0734336, 0, 0, 0, 
33.344, 4.59995, 0.199088, 0.0975862, 0, 0, 0, 
33.376, 4.61131, 0.200478, 0.121806, 0, 0, 0, 
33.408, 4.62263, 0.202135, 0.145345, 0, 0, 0, 
33.44, 4.6339, 0.204057, 0.168779, 0, 0, 0, 
33.472, 4.64514, 0.206217, 0.189976, 0, 0, 0, 
33.504, 4.65632, 0.208627, 0.212201, 0, 0, 0, 
33.536, 4.66745, 0.211284, 0.234449, 0, 0, 0, 
33.568, 4.67851, 0.214184, 0.25626, 0, 0, 0, 
33.6, 4.68952, 0.217314, 0.277183, 0, 0, 0, 
33.632, 4.70045, 0.220695, 0.29998, 0, 0, 0, 
33.664, 4.7113, 0.224313, 0.321797, 0, 0, 0, 
33.696, 4.72207, 0.228162, 0.343126, 0, 0, 0, 
33.728, 4.73277, 0.232224, 0.363007, 0, 0, 0, 
33.76, 4.74337, 0.236514, 0.384438, 0, 0, 0, 
33.792, 4.75389, 0.241025, 0.405275, 0, 0, 0, 
33.824, 4.7643, 0.245749, 0.425715, 0, 0, 0, 
33.856, 4.77463, 0.250684, 0.44599, 0, 0, 0, 
33.888, 4.78485, 0.255816, 0.465221, 0, 0, 0, 
33.92, 4.79497, 0.261144, 0.484396, 0, 0, 0, 
33.952, 4.80499, 0.266666, 0.503757, 0, 0, 0, 
33.984, 4.8149, 0.272379, 0.522952, 0, 0, 0, 
34.016, 4.8247, 0.278288, 0.542752, 0, 0, 0, 
34.048, 4.83438, 0.28438, 0.561556, 0, 0, 0, 
34.08, 4.84395, 0.290652, 0.580298, 0, 0, 0, 
34.112, 4.85339, 0.297108, 0.599628, 0, 0, 0, 
34.144, 4.86272, 0.30374, 0.618371, 0, 0, 0, 
34.176, 4.87192, 0.31054, 0.636525, 0, 0, 0, 
34.208, 4.88098, 0.31752, 0.656277, 0, 0, 0, 
34.24, 4.88991, 0.324668, 0.674875, 0, 0, 0, 
34.272, 4.8987, 0.331991, 0.694606, 0, 0, 0, 
34.304, 4.90734, 0.339487, 0.714512, 0, 0, 0, 
34.336, 4.91582, 0.347165, 0.735746, 0, 0, 0, 
34.368, 4.92414, 0.355021, 0.757055, 0, 0, 0, 
34.4, 4.93229, 0.363053, 0.778287, 0, 0, 0, 
34.432, 4.94025, 0.371262, 0.800298, 0, 0, 0, 
34.464, 4.94804, 0.379641, 0.821913, 0, 0, 0, 
34.496, 4.95566, 0.388172, 0.841659, 0, 0, 0, 
34.528, 4.96311, 0.396858, 0.862111, 0, 0, 0, 
34.56, 4.97039, 0.405681, 0.880867, 0, 0, 0, 
34.592, 4.9775, 0.414646, 0.9005, 0, 0, 0, 
34.624, 4.98443, 0.423743, 0.919311, 0, 0, 0, 
34.656, 4.99119, 0.432974, 0.938804, 0, 0, 0, 
34.688, 4.99777, 0.442333, 0.958161, 0, 0, 0, 
34.72, 5.00417, 0.451816, 0.977224, 0, 0, 0, 
34.752, 5.01039, 0.461418, 0.996099, 0, 0, 0, 
34.784, 5.01643, 0.471133, 1.01444, 0, 0, 0, 
34.816, 5.02228, 0.480963, 1.03386, 0, 0, 0, 
34.848, 5.02794, 0.490904, 1.05308, 0, 0, 0, 
34.88, 5.03341, 0.500954, 1.07264, 0, 0, 0, 
34.912, 5.03867, 0.51111, 1.09247, 0, 0, 0, 
34.944, 5.04373, 0.521372, 1.11306, 0, 0, 0, 
34.976, 5.04857, 0.531737, 1.13379, 0, 0, 0, 
35.008, 5.05322, 0.54219, 1.15242, 0, 0, 0, 
35.04, 5.05765, 0.552735, 1.17261, 0, 0, 0, 
35.072, 5.06187, 0.56337, 1.19341, 0, 0, 0, 
35.104, 5.06587, 0.574088, 1.21363, 0, 0, 0, 
35.136, 5.06964, 0.584889, 1.23493, 0, 0, 0, 
35.168, 5.07317, 0.59577, 1.25676, 0, 0, 0, 
35.2, 5.07647, 0.606725, 1.27865, 0, 0, 0, 
35.232, 5.07951, 0.617752, 1.30136, 0, 0, 0, 
35.264, 5.0823, 0.628849, 1.32513, 0, 0, 0, 
35.296, 5.08484, 0.640002, 1.34656, 0, 0, 0, 
35.328, 5.08711, 0.651214, 1.37082, 0, 0, 0, 
35.36, 5.08914, 0.662474, 1.39302, 0, 0, 0, 
35.392, 5.09091, 0.673776, 1.41519, 0, 0, 0, 
35.424, 5.09241, 0.685117, 1.43953, 0, 0, 0, 
35.456, 5.09364, 0.696491, 1.46315, 0, 0, 0, 
35.488, 5.09458, 0.707892, 1.488, 0, 0, 0, 
35.52, 5.09526, 0.719312, 1.51182, 0, 0, 0, 
35.552, 5.09566, 0.730745, 1.53558, 0, 0, 0, 
35.584, 5.09576, 0.742184, 1.56176, 0, 0, 0, 
35.616, 5.09558, 0.753623, 1.58703, 0, 0, 0, 
35.648, 5.09511, 0.765053, 1.61157, 0, 0, 0, 
35.68, 5.09436, 0.776468, 1.63678, 0, 0, 0, 
35.712, 5.09333, 0.787862, 1.6608, 0, 0, 0, 
35.744, 5.09203, 0.799228, 1.68459, 0, 0, 0, 
35.776, 5.09048, 0.810562, 1.70697, 0, 0, 0, 
35.808, 5.08866, 0.821857, 1.7301, 0, 0, 0, 
35.84, 5.08658, 0.833107, 1.75363, 0, 0, 0, 
35.872, 5.08424, 0.844305, 1.77683, 0, 0, 0, 
35.904, 5.08167, 0.855452, 1.79741, 0, 0, 0, 
35.936, 5.07885, 0.86654, 1.81964, 0, 0, 0, 
35.968, 5.0758, 0.877564, 1.84108, 0, 0, 0, 
36, 5.07251, 0.888523, 1.86205, 0, 0, 0, 
36.032, 5.06898, 0.899405, 1.88442, 0, 0, 0, 
36.064, 5.06523, 0.910213, 1.90474, 0, 0, 0, 
36.096, 5.06126, 0.920942, 1.92522, 0, 0, 0, 
36.128, 5.05708, 0.93159, 1.945, 0, 0, 0, 
36.16, 5.05269, 0.942154, 1.96473, 0, 0, 0, 
36.192, 5.04808, 0.952624, 1.98549, 0, 0, 0, 
36.224, 5.04327, 0.963001, 2.00538, 0, 0, 0, 
36.256, 5.03824, 0.973278, 2.02561, 0, 0, 0, 
36.288, 5.03301, 0.983452, 2.04556, 0, 0, 0, 
36.32, 5.02758, 0.993523, 2.06503, 0, 0, 0, 
36.352, 5.02197, 1.00349, 2.08396, 0, 0, 0, 
36.384, 5.01617, 1.01335, 2.10208, 0, 0, 0, 
36.416, 5.01018, 1.0231, 2.1221, 0, 0, 0, 
36.448, 5.004, 1.03272, 2.14152, 0, 0, 0, 
36.48, 4.99765, 1.04224, 2.15938, 0, 0, 0, 
36.512, 4.99114, 1.05165, 2.17609, 0, 0, 0, 
36.544, 4.98446, 1.06093, 2.1945, 0, 0, 0, 
36.576, 4.9776, 1.07009, 2.21322, 0, 0, 0, 
36.608, 4.97058, 1.07912, 2.23215, 0, 0, 0, 
36.64, 4.96337, 1.08801, 2.25215, 0, 0, 0, 
36.672, 4.95598, 1.09674, 2.27313, 0, 0, 0, 
36.704, 4.94842, 1.10532, 2.29323, 0, 0, 0, 
36.736, 4.94068, 1.11375, 2.3138, 0, 0, 0, 
36.768, 4.93276, 1.122, 2.33506, 0, 0, 0, 
36.8, 4.92466, 1.13008, 2.35777, 0, 0, 0, 
36.832, 4.91639, 1.13799, 2.37824, 0, 0, 0, 
36.864, 4.90797, 1.14573, 2.3986, 0, 0, 0, 
36.896, 4.89939, 1.15329, 2.41905, 0, 0, 0, 
36.928, 4.89066, 1.16069, 2.43877, 0, 0, 0, 
36.96, 4.88179, 1.16791, 2.45796, 0, 0, 0, 
36.992, 4.87278, 1.17496, 2.47768, 0, 0, 0, 
37.024, 4.86364, 1.18184, 2.49658, 0, 0, 0, 
37.056, 4.85437, 1.18855, 2.51496, 0, 0, 0, 
37.088, 4.84498, 1.19509, 2.53303, 0, 0, 0, 
37.12, 4.83548, 1.20147, 2.55056, 0, 0, 0, 
37.152, 4.82586, 1.20765, 2.56993, 0, 0, 0, 
37.184, 4.81613, 1.21366, 2.5885, 0, 0, 0, 
37.216, 4.80628, 1.21949, 2.60708, 0, 0, 0, 
37.248, 4.79633, 1.22513, 2.62652, 0, 0, 0, 
37.28, 4.78626, 1.23055, 2.64772, 0, 0, 0, 
37.312, 4.77608, 1.23577, 2.66753, 0, 0, 0, 
37.344, 4.7658, 1.24079, 2.68769, 0, 0, 0, 
37.376, 4.7554, 1.24557, 2.71045, 0, 0, 0, 
37.408, 4.74492, 1.25014, 2.7305, 0, 0, 0, 
37.44, 4.73434, 1.25449, 2.75133, 0, 0, 0, 
37.472, 4.72367, 1.25863, 2.77186, 0, 0, 0, 
37.504, 4.71292, 1.26253, 2.79316, 0, 0, 0, 
37.536, 4.70208, 1.26621, 2.81474, 0, 0, 0, 
37.568, 4.69117, 1.26964, 2.83644, 0, 0, 0, 
37.6, 4.68019, 1.27284, 2.8581, 0, 0, 0, 
37.632, 4.66914, 1.27581, 2.87958, 0, 0, 0, 
37.664, 4.65802, 1.27851, 2.90271, 0, 0, 0, 
37.696, 4.64685, 1.28096, 2.92623, 0, 0, 0, 
37.728, 4.63562, 1.28316, 2.94812, 0, 0, 0, 
37.76, 4.62434, 1.28508, 2.97263, 0, 0, 0, 
37.792, 4.61303, 1.28674, 2.99575, 0, 0, 0, 
37.824, 4.60167, 1.28813, 3.02001, 0, 0, 0, 
37.856, 4.59028, 1.28924, 3.04436, 0, 0, 0, 
37.888, 4.57888, 1.29009, 3.06703, 0, 0, 0, 
37.92, 4.56745, 1.29068, 3.09031, 0, 0, 0, 
37.952, 4.55601, 1.29097, 3.11628, 0, 0, 0, 
37.984, 4.54485, 1.29124, 3.11764, 0, 0, 0, 
38.016, 4.53368, 1.29147, 3.12077, 0, 0, 0, 
38.048, 4.52249, 1.29167, 3.12386, 0, 0, 0, 
38.08, 4.51127, 1.29185, 3.12581, 0, 0, 0, 
38.112, 4.50007, 1.29198, 3.12929, 0, 0, 0, 
38.144, 4.48889, 1.29211, 3.1307, 0, 0, 0, 
38.176, 4.4783, 1.29223, 3.13012, 0, 0, 0, 
38.208, 4.4677, 1.29234, 3.13103, 0, 0, 0, 
38.24, 4.45709, 1.29244, 3.13181, 0, 0, 0, 
38.272, 4.44647, 1.29254, 3.13287, 0, 0, 0, 
38.304, 4.43587, 1.29262, 3.13367, 0, 0, 0, 
38.336, 4.42525, 1.29269, 3.1346, 0, 0, 0, 
38.368, 4.41434, 1.29279, 3.13282, 0, 0, 0, 
38.4, 4.40376, 1.29294, 3.12742, 0, 0, 0, 
38.432, 4.3922, 1.29309, 3.12823, 0, 0, 0, 
38.464, 4.38098, 1.29328, 3.12487, 0, 0, 0, 
38.496, 4.36969, 1.29349, 3.1228, 0, 0, 0, 
38.528, 4.35842, 1.29372, 3.12152, 0, 0, 0, 
38.56, 4.34714, 1.29397, 3.11959, 0, 0, 0, 
38.592, 4.33586, 1.29424, 3.11731, 0, 0, 0, 
38.624, 4.32457, 1.29454, 3.11523, 0, 0, 0, 
38.656, 4.31326, 1.29487, 3.11267, 0, 0, 0, 
38.688, 4.30193, 1.29521, 3.11141, 0, 0, 0, 
38.72, 4.2906, 1.29556, 3.1106, 0, 0, 0, 
38.752, 4.27929, 1.29594, 3.10765, 0, 0, 0, 
38.784, 4.26798, 1.29634, 3.10678, 0, 0, 0, 
38.816, 4.25666, 1.29674, 3.10579, 0, 0, 0, 
38.848, 4.24537, 1.29716, 3.10505, 0, 0, 0, 
38.88, 4.23416, 1.29761, 3.10144, 0, 0, 0, 
38.912, 4.22297, 1.2981, 3.0976, 0, 0, 0, 
38.944, 4.21175, 1.2986, 3.09679, 0, 0, 0, 
38.976, 4.20005, 1.29901, 3.10637, 0, 0, 0, 
39.008, 4.18821, 1.29935, 3.11294, 0, 0, 0, 
39.04, 4.17638, 1.29964, 3.11763, 0, 0, 0, 
39.072, 4.16453, 1.29983, 3.1256, 0, 0, 0, 
39.104, 4.15268, 1.29994, 3.1324, 0, 0, 0, 
39.136, 4.14081, 1.29997, 3.1385, 0, 0, 0, 
39.168, 4.12892, 1.29992, -3.13758, 0, 0, 0, 
39.2, 4.11702, 1.2998, -3.13094, 0, 0, 0, 
39.232, 4.10516, 1.29961, -3.1257, 0, 0, 0, 
39.264, 4.09333, 1.29937, -3.12096, 0, 0, 0, 
39.296, 4.08143, 1.29907, -3.11708, 0, 0, 0, 
39.328, 4.06944, 1.2988, -3.11846, 0, 0, 0, 
39.36, 4.0576, 1.29853, -3.11906, 0, 0, 0, 
39.392, 4.04569, 1.29827, -3.11977, 0, 0, 0, 
39.424, 4.03378, 1.29803, -3.1218, 0, 0, 0, 
39.456, 4.02187, 1.2978, -3.12223, 0, 0, 0, 
39.488, 4.01, 1.29761, -3.12528, 0, 0, 0, 
39.52, 3.9981, 1.29744, -3.1271, 0, 0, 0, 
39.552, 3.98623, 1.29729, -3.129, 0, 0, 0, 
39.584, 3.97449, 1.29714, -3.12932, 0, 0, 0, 
39.616, 3.96316, 1.29706, -3.13427, 0, 0, 0, 
39.648, 3.95178, 1.29702, -3.13794, 0, 0, 0, 
39.68, 3.94051, 1.29699, -3.13886, 0, 0, 0, 
39.712, 3.92926, 1.29697, -3.14022, 0, 0, 0, 
39.744, 3.91841, 1.29687, -3.13187, 0, 0, 0, 
39.776, 3.90757, 1.29667, -3.12369, 0, 0, 0, 
39.808, 3.89632, 1.29651, -3.127, 0, 0, 0, 
39.84, 3.88539, 1.29627, -3.11979, 0, 0, 0, 
39.872, 3.87432, 1.29612, -3.12842, 0, 0, 0, 
39.904, 3.86347, 1.29588, -3.11899, 0, 0, 0, 
39.936, 3.85275, 1.29563, -3.11882, 0, 0, 0, 
39.968, 3.84241, 1.29546, -3.12514, 0, 0, 0, 
40, 3.83213, 1.29534, -3.12897, 0, 0, 0, 
40.032, 3.82164, 1.29515, -3.12425, 0, 0, 0, 
40.064, 3.81103, 1.29496, -3.12349, 0, 0, 0, 
40.096, 3.81103, 1.29496, 3.1357, 0, 0, 0, 
40.128, 3.80021, 1.29495, -3.14092, 0, 0, 0, 
40.16, 3.78935, 1.29488, -3.13474, 0, 0, 0, 
40.192, 3.77872, 1.2948, -3.13373, 0, 0, 0, 
40.224, 3.76806, 1.2947, -3.13256, 0, 0, 0, 
40.256, 3.76806, 1.2947, 3.12831, 0, 0, 0, 
40.288, 3.75718, 1.29476, 3.13624, 0, 0, 0, 
40.32, 3.74654, 1.29477, 3.14059, 0, 0, 0, 
40.352, 3.73566, 1.29471, -3.13637, 0, 0, 0, 
40.384, 3.73566, 1.29471, 3.12564, 0, 0, 0, 
40.416, 3.73566, 1.29471, 3.08897, 0, 0, 0, 
40.448, 3.72422, 1.29531, 3.08971, 0, 0, 0, 
40.48, 3.71218, 1.29586, 3.0953, 0, 0, 0, 
40.512, 3.70021, 1.29632, 3.10325, 0, 0, 0, 
40.544, 3.70021, 1.29632, 3.08517, 0, 0, 0, 
40.576, 3.70021, 1.29632, 3.05314, 0, 0, 0, 
40.608, 3.70021, 1.29632, 3.01366, 0, 0, 0, 
40.64, 3.70021, 1.29632, 2.96847, 0, 0, 0, 
40.672, 3.68926, 1.29818, 2.97332, 0, 0, 0, 
40.704, 3.68926, 1.29818, 2.94306, 0, 0, 0, 
40.736, 3.68926, 1.29818, 2.90124, 0, 0, 0, 
40.768, 3.68926, 1.29818, 2.85453, 0, 0, 0, 
40.8, 3.67969, 1.30098, 2.85673, 0, 0, 0, 
40.832, 3.67969, 1.30098, 2.82146, 0, 0, 0, 
40.864, 3.67044, 1.304, 2.8268, 0, 0, 0, 
40.896, 3.66117, 1.30698, 2.83093, 0, 0, 0, 
40.928, 3.6519, 1.30993, 2.83329, 0, 0, 0, 
40.96, 3.6519, 1.30993, 2.79862, 0, 0, 0, 
40.992, 3.6519, 1.30993, 2.75861, 0, 0, 0, 
41.024, 3.64126, 1.31409, 2.76832, 0, 0, 0, 
41.056, 3.63054, 1.31814, 2.78084, 0, 0, 0, 
41.088, 3.62001, 1.32196, 2.79309, 0, 0, 0, 
41.12, 3.60932, 1.32566, 2.8084, 0, 0, 0, 
41.152, 3.59913, 1.32899, 2.82631, 0, 0, 0, 
41.184, 3.58947, 1.33213, 2.82699, 0, 0, 0, 
41.216, 3.5798, 1.33526, 2.8286, 0, 0, 0, 
41.248, 3.57013, 1.33837, 2.83077, 0, 0, 0, 
41.28, 3.55995, 1.34153, 2.84062, 0, 0, 0, 
41.312, 3.54974, 1.34458, 2.85051, 0, 0, 0, 
41.344, 3.53925, 1.34759, 2.86262, 0, 0, 0, 
41.376, 3.52907, 1.35048, 2.86541, 0, 0, 0, 
41.408, 3.51888, 1.35333, 2.86847, 0, 0, 0, 
41.44, 3.50877, 1.35618, 2.8672, 0, 0, 0, 
41.472, 3.49865, 1.35903, 2.86676, 0, 0, 0, 
41.504, 3.48852, 1.36188, 2.86683, 0, 0, 0, 
41.536, 3.47828, 1.3648, 2.86416, 0, 0, 0, 
41.568, 3.46791, 1.36774, 2.86501, 0, 0, 0, 
41.6, 3.45738, 1.37067, 2.87047, 0, 0, 0, 
41.632, 3.44679, 1.37356, 2.8752, 0, 0, 0, 
41.664, 3.43617, 1.37641, 2.87969, 0, 0, 0, 
41.696, 3.42552, 1.3792, 2.8854, 0, 0, 0, 
41.728, 3.41484, 1.38194, 2.89049, 0, 0, 0, 
