time, x, y, heading, vel_x, vel_y, vel_heading,
30.384, 4.84221, 0.0269498, 0.308846, 0.335935, 0.0948883, 0.143585, 
30.392, 4.8449, 0.0277123, 0.309994, 0.335811, 0.095318, 0.143498, 
30.4, 4.84759, 0.0284783, 0.311141, 0.335687, 0.0957447, 0.143414, 
30.408, 4.85028, 0.0292517, 0.312274, 0.336685, 0.096673, 0.141572, 
30.416, 4.85297, 0.0300286, 0.313405, 0.336573, 0.0971121, 0.141465, 
30.424, 4.85566, 0.0308088, 0.314537, 0.336452, 0.0975303, 0.141387, 
30.432, 4.85835, 0.0315924, 0.315667, 0.33633, 0.0979496, 0.141308, 
30.44, 4.86097, 0.0324481, 0.315681, 0.327408, 0.106954, 0.00171385, 
30.448, 4.86359, 0.0333047, 0.31569, 0.327384, 0.107083, 0.00120877, 
30.456, 4.86621, 0.0341613, 0.3157, 0.327386, 0.107068, 0.00120394, 
30.464, 4.86883, 0.0350176, 0.31571, 0.327392, 0.107048, 0.00120739, 
30.472, 4.87144, 0.0358757, 0.315581, 0.326474, 0.107255, -0.0161009, 
30.48, 4.87405, 0.0367346, 0.31545, 0.326486, 0.107365, -0.0164171, 
30.488, 4.87667, 0.037594, 0.315317, 0.326505, 0.107423, -0.0165886, 
30.496, 4.87928, 0.0384537, 0.315183, 0.326524, 0.107461, -0.0167265, 
30.504, 4.8819, 0.0393072, 0.31518, 0.327157, 0.106696, -0.000407926, 
30.512, 4.88451, 0.0401607, 0.315177, 0.327161, 0.106687, -0.000377702, 
30.52, 4.88713, 0.0410142, 0.315174, 0.327163, 0.106683, -0.000378819, 
30.528, 4.88975, 0.0418676, 0.315171, 0.327164, 0.106679, -0.0003799, 
30.536, 4.89236, 0.0427201, 0.315195, 0.326817, 0.106562, 0.00299408, 
30.544, 4.89498, 0.0435727, 0.315219, 0.326813, 0.106568, 0.00303745, 
30.552, 4.89759, 0.0444253, 0.315244, 0.32681, 0.106576, 0.00308223, 
30.56, 4.90021, 0.0452779, 0.315269, 0.326808, 0.106583, 0.0031273, 
30.568, 4.90286, 0.0461342, 0.315494, 0.331601, 0.107035, 0.0282408, 
30.576, 4.90551, 0.0469953, 0.315722, 0.331619, 0.10763, 0.0284565, 
30.584, 4.90816, 0.0478564, 0.31595, 0.331604, 0.107645, 0.028517, 
30.592, 4.91082, 0.0487163, 0.316179, 0.331582, 0.107482, 0.0285641, 
30.6, 4.91348, 0.0495759, 0.316393, 0.332885, 0.107449, 0.026719, 
30.608, 4.91614, 0.0504353, 0.316606, 0.332873, 0.107426, 0.0267377, 
30.616, 4.91881, 0.0512932, 0.316821, 0.332851, 0.107237, 0.0267604, 
30.624, 4.92147, 0.0521502, 0.317035, 0.332828, 0.107126, 0.0267818, 
30.632, 4.92413, 0.0530062, 0.317263, 0.332696, 0.107005, 0.0285734, 
30.64, 4.92679, 0.0538628, 0.317492, 0.332669, 0.107067, 0.0285982, 
30.648, 4.92945, 0.0547199, 0.317721, 0.332643, 0.107139, 0.0286044, 
30.656, 4.93211, 0.0555776, 0.31795, 0.332617, 0.107212, 0.0286082, 
30.664, 4.93478, 0.0564347, 0.31831, 0.333949, 0.10714, 0.0449567, 
30.672, 4.93746, 0.0572917, 0.31867, 0.33392, 0.10713, 0.0450438, 
30.68, 4.94013, 0.0581474, 0.31903, 0.333882, 0.106957, 0.0450391, 
30.688, 4.9428, 0.0590014, 0.31939, 0.333842, 0.106757, 0.0450338, 
30.696, 4.94546, 0.0598527, 0.319907, 0.333099, 0.106407, 0.0645409, 
30.704, 4.94813, 0.060701, 0.320424, 0.333033, 0.106041, 0.0646316, 
30.712, 4.95079, 0.0615471, 0.320941, 0.332972, 0.105756, 0.0646142, 
30.72, 4.95345, 0.0623917, 0.321458, 0.332913, 0.105578, 0.0645985, 
30.728, 4.95612, 0.0632428, 0.321905, 0.332688, 0.106385, 0.0559129, 
30.736, 4.95878, 0.0640953, 0.322351, 0.332636, 0.106572, 0.055831, 
30.744, 4.96144, 0.0649492, 0.322798, 0.332585, 0.106731, 0.0558142, 
30.752, 4.9641, 0.0658043, 0.323244, 0.332535, 0.106887, 0.0558003, 
30.76, 4.96676, 0.0666604, 0.323701, 0.332705, 0.107009, 0.0571339, 
30.768, 4.96942, 0.0675177, 0.324158, 0.332656, 0.107166, 0.0571285, 
30.776, 4.97208, 0.0683763, 0.324615, 0.332605, 0.107324, 0.0571157, 
30.784, 4.97474, 0.0692361, 0.325072, 0.332554, 0.107483, 0.0571022, 
30.792, 4.9774, 0.070098, 0.325512, 0.332257, 0.107729, 0.054944, 
30.8, 4.98006, 0.0709611, 0.325951, 0.332206, 0.107886, 0.0549169, 
30.808, 4.98271, 0.0718254, 0.32639, 0.332156, 0.108039, 0.0549031, 
30.816, 4.98537, 0.0726909, 0.326829, 0.332106, 0.108192, 0.0548902, 
30.824, 4.98804, 0.0735576, 0.327315, 0.333381, 0.108335, 0.0607046, 
30.832, 4.99071, 0.0744256, 0.327801, 0.333338, 0.108498, 0.0607212, 
30.84, 4.99337, 0.0752949, 0.328287, 0.333286, 0.108665, 0.0607111, 
30.848, 4.99604, 0.0761656, 0.328772, 0.333232, 0.108834, 0.0606972, 
30.856, 4.99862, 0.077022, 0.329812, 0.323001, 0.107051, 0.130032, 
30.864, 5.0012, 0.0778627, 0.330855, 0.322787, 0.105086, 0.130336, 
30.872, 5.00378, 0.0786972, 0.331897, 0.322642, 0.104322, 0.13026, 
30.88, 5.00636, 0.0795286, 0.332939, 0.322514, 0.103922, 0.130182, 
30.888, 5.00895, 0.0803583, 0.334023, 0.322802, 0.103711, 0.135492, 
30.896, 5.01153, 0.0811868, 0.335106, 0.322682, 0.103559, 0.13544, 
30.904, 5.01411, 0.0820137, 0.336189, 0.32256, 0.103369, 0.135359, 
30.912, 5.01669, 0.082839, 0.337271, 0.322437, 0.103163, 0.135279, 
30.92, 5.01927, 0.0836628, 0.338475, 0.322556, 0.102976, 0.15046, 
30.928, 5.02185, 0.0844852, 0.339678, 0.32242, 0.10279, 0.150445, 
30.936, 5.02443, 0.0853057, 0.340881, 0.322282, 0.102566, 0.150347, 
30.944, 5.027, 0.086129, 0.342083, 0.322144, 0.10291, 0.150267, 
30.952, 5.0296, 0.0871126, 0.341099, 0.324092, 0.122954, -0.12309, 
30.96, 5.03229, 0.0880635, 0.339748, 0.336433, 0.118862, -0.168875, 
30.968, 5.03507, 0.0889945, 0.338079, 0.347464, 0.116371, -0.208582, 
30.976, 5.03785, 0.0899045, 0.336406, 0.347827, 0.113759, -0.209142, 
30.984, 5.04068, 0.0908086, 0.334444, 0.353818, 0.113001, -0.245223, 
30.992, 5.04351, 0.0917043, 0.332478, 0.354139, 0.111974, -0.245776, 
31, 5.04635, 0.0926005, 0.330509, 0.354399, 0.112018, -0.246107, 
31.008, 5.04919, 0.0934989, 0.328538, 0.354649, 0.112306, -0.246419, 
31.016, 5.05196, 0.09418, 0.322357, 0.346296, 0.0851367, -0.772559, 
31.024, 5.05458, 0.0945945, 0.314338, 0.327843, 0.0518029, -1.0024, 
31.032, 5.05706, 0.0949102, 0.305526, 0.309743, 0.0394698, -1.10145, 
31.04, 5.05938, 0.0951198, 0.296038, 0.290135, 0.0262033, -1.18601, 
31.048, 5.06209, 0.0954624, 0.291806, 0.338468, 0.042815, -0.529081, 
31.056, 5.06492, 0.0959791, 0.288809, 0.35366, 0.0645893, -0.374602, 
31.064, 5.06773, 0.096575, 0.286339, 0.351344, 0.0744897, -0.308769, 
31.072, 5.07061, 0.0972171, 0.284128, 0.360192, 0.0802631, -0.27637, 
31.08, 5.07349, 0.097847, 0.281823, 0.360765, 0.0787358, -0.288131, 
31.088, 5.07638, 0.09847, 0.279516, 0.361023, 0.077874, -0.288333, 
31.096, 5.07927, 0.0990955, 0.277207, 0.361268, 0.0781844, -0.288585, 
31.104, 5.08216, 0.0997249, 0.274896, 0.361506, 0.0786807, -0.288856, 
31.112, 5.08506, 0.100358, 0.272442, 0.361818, 0.0791748, -0.306743, 
31.12, 5.08796, 0.100995, 0.269985, 0.362069, 0.0796062, -0.307188, 
31.128, 5.09085, 0.101635, 0.267525, 0.362318, 0.0799936, -0.307544, 
31.136, 5.09375, 0.102278, 0.265061, 0.362565, 0.0803353, -0.307906, 
31.144, 5.09658, 0.102708, 0.258567, 0.35323, 0.0537669, -0.811799, 
31.152, 5.09926, 0.102967, 0.250873, 0.335505, 0.0323825, -0.96179, 
31.16, 5.1018, 0.103159, 0.242643, 0.316934, 0.0239741, -1.02868, 
31.168, 5.10419, 0.103386, 0.234379, 0.29917, 0.028346, -1.03304, 
31.176, 5.10663, 0.103617, 0.231193, 0.305069, 0.0288872, -0.398199, 
31.184, 5.10908, 0.103845, 0.233081, 0.305589, 0.0285391, 0.235913, 
31.192, 5.11152, 0.103895, 0.239056, 0.304648, 0.00622219, 0.746891, 
31.2, 5.11394, 0.103957, 0.24636, 0.302966, 0.00776006, 0.913097, 
31.208, 5.11636, 0.104023, 0.24855, 0.303003, 0.00832539, 0.273648, 
31.216, 5.11878, 0.10409, 0.245613, 0.302544, 0.00835162, -0.367142, 
31.224, 5.1212, 0.104118, 0.239356, 0.302024, 0.0034596, -0.782063, 
31.232, 5.12362, 0.104151, 0.23177, 0.302209, 0.00417618, -0.948223, 
31.24, 5.12597, 0.104183, 0.223304, 0.294388, 0.00392906, -1.05826, 
31.248, 5.12822, 0.104224, 0.214373, 0.28089, 0.0051631, -1.11635, 
31.256, 5.13037, 0.104288, 0.205005, 0.268276, 0.00800155, -1.17108, 
31.264, 5.13241, 0.104376, 0.195199, 0.255812, 0.011054, -1.22577, 
31.272, 5.13436, 0.104489, 0.184951, 0.243356, 0.0141166, -1.281, 
31.28, 5.13621, 0.104627, 0.174255, 0.230875, 0.0171492, -1.33694, 
31.288, 5.13795, 0.104788, 0.163106, 0.218369, 0.0201484, -1.39363, 
31.296, 5.1396, 0.104973, 0.151497, 0.205843, 0.0231201, -1.4511, 
31.304, 5.14115, 0.105181, 0.139422, 0.193305, 0.0260712, -1.50938, 
31.312, 5.14259, 0.105413, 0.126874, 0.180762, 0.0290077, -1.5685, 
31.32, 5.14394, 0.105669, 0.113846, 0.168223, 0.0319344, -1.62848, 
31.328, 5.14518, 0.105948, 0.100331, 0.155694, 0.0348547, -1.68936, 
31.336, 5.14692, 0.105958, 0.0923089, 0.216531, 0.00131556, -1.00281, 
31.344, 5.14906, 0.105854, 0.0884498, 0.267934, -0.0130215, -0.482384, 
31.352, 5.15175, 0.105921, 0.0870568, 0.336851, 0.00838711, -0.174127, 
31.36, 5.15459, 0.106054, 0.0862091, 0.354368, 0.016619, -0.105958, 
31.368, 5.15727, 0.10614, 0.082987, 0.334698, 0.0107356, -0.402761, 
31.376, 5.16, 0.106289, 0.0784103, 0.341838, 0.0186733, -0.57209, 
31.384, 5.16275, 0.106454, 0.072471, 0.343692, 0.0206141, -0.742411, 
31.392, 5.16551, 0.10663, 0.0651677, 0.344812, 0.0219433, -0.912909, 
31.4, 5.16836, 0.106668, 0.0639575, 0.356349, 0.00471868, -0.151281, 
31.408, 5.17121, 0.106763, 0.0632723, 0.356291, 0.0119385, -0.0856457, 
31.416, 5.17406, 0.106858, 0.062593, 0.356303, 0.0119256, -0.0849179, 
31.424, 5.17691, 0.106952, 0.0619152, 0.356315, 0.0116602, -0.0847211, 
31.432, 5.1797, 0.106945, 0.0639854, 0.348994, -0.000833102, 0.258774, 
31.44, 5.18255, 0.106885, 0.0674267, 0.356203, -0.00752213, 0.430159, 
31.448, 5.18541, 0.106815, 0.0722339, 0.357504, -0.00876177, 0.600898, 
31.456, 5.18828, 0.10674, 0.0784057, 0.357888, -0.00935111, 0.771477, 
31.464, 5.19112, 0.106662, 0.0858272, 0.355975, -0.00976401, 0.927685, 
31.472, 5.19385, 0.106577, 0.0937109, 0.340393, -0.0105849, 0.985464, 
31.48, 5.19646, 0.106465, 0.10199, 0.326448, -0.0139907, 1.03489, 
31.488, 5.19896, 0.106323, 0.110649, 0.312792, -0.0177529, 1.08234, 
31.496, 5.2015, 0.106251, 0.114435, 0.316921, -0.00909324, 0.473315, 
31.504, 5.20403, 0.106169, 0.113548, 0.316651, -0.0102314, -0.110859, 
31.512, 5.20656, 0.106159, 0.110026, 0.316631, -0.00127503, -0.440361, 
31.52, 5.20909, 0.106139, 0.105143, 0.315588, -0.00248139, -0.61037, 
31.528, 5.21161, 0.10612, 0.0988999, 0.315414, -0.00238218, -0.780329, 
31.536, 5.21413, 0.106102, 0.0912972, 0.315246, -0.00225917, -0.950343, 
31.544, 5.21663, 0.106084, 0.0825282, 0.311651, -0.00215149, -1.09612, 
31.552, 5.219, 0.106073, 0.0732436, 0.29711, -0.00144394, -1.16057, 
31.56, 5.22127, 0.106086, 0.063489, 0.283934, 0.00163715, -1.21933, 
31.568, 5.22344, 0.106126, 0.0532672, 0.271025, 0.00504271, -1.27772, 
31.576, 5.22551, 0.106194, 0.0425736, 0.258159, 0.00846276, -1.3367, 
31.584, 5.22747, 0.106289, 0.0314019, 0.245288, 0.0118319, -1.39647, 
31.592, 5.22965, 0.106114, 0.0267726, 0.272719, -0.0218607, -0.578665, 
31.6, 5.23228, 0.106077, 0.0258322, 0.327991, -0.00462863, -0.117553, 
31.608, 5.23515, 0.10615, 0.0259198, 0.35894, 0.00914924, 0.0109526, 
31.616, 5.23805, 0.106239, 0.0261143, 0.363172, 0.0111582, 0.0243182, 
31.624, 5.24097, 0.106303, 0.0259607, 0.364356, 0.00793069, -0.019197, 
31.632, 5.24388, 0.106364, 0.0258007, 0.364426, 0.00764683, -0.020008, 
31.64, 5.2468, 0.106429, 0.0256395, 0.364444, 0.00818275, -0.0201417, 
31.648, 5.24971, 0.106502, 0.0254787, 0.364448, 0.00905404, -0.0201092, 
31.656, 5.25263, 0.106576, 0.0254693, 0.364531, 0.00925897, -0.0011763, 
31.664, 5.25555, 0.10665, 0.0254611, 0.364528, 0.00926557, -0.00102154, 
31.672, 5.25846, 0.106724, 0.0254535, 0.364525, 0.00926815, -0.000952933, 
31.68, 5.26138, 0.106798, 0.0254462, 0.364523, 0.00926921, -0.000911469, 
31.688, 5.2643, 0.106872, 0.0254734, 0.364601, 0.00926693, 0.00340307, 
31.696, 5.26721, 0.106946, 0.0255013, 0.364601, 0.00927737, 0.0034894, 
31.704, 5.27013, 0.107021, 0.0255298, 0.364601, 0.00929173, 0.00356022, 
31.712, 5.27305, 0.107095, 0.0255587, 0.364601, 0.00930539, 0.00361132, 
31.72, 5.2759, 0.107271, 0.023396, 0.356948, 0.021925, -0.270333, 
31.728, 5.27881, 0.1075, 0.0198621, 0.363785, 0.028725, -0.441739, 
31.736, 5.28173, 0.107737, 0.014959, 0.364661, 0.0296146, -0.612895, 
31.744, 5.28465, 0.107977, 0.00868848, 0.364712, 0.0299074, -0.783809, 
31.752, 5.28755, 0.108217, 0.00117361, 0.362646, 0.0300661, -0.939359, 
31.76, 5.29033, 0.108462, -0.00692694, 0.347394, 0.0305575, -1.01257, 
31.768, 5.29299, 0.108731, -0.0154314, 0.333035, 0.0336914, -1.06305, 
31.776, 5.29554, 0.10903, -0.0243513, 0.318971, 0.0373392, -1.11499, 
31.784, 5.2982, 0.109054, -0.0262327, 0.332085, 0.00303795, -0.235173, 
31.792, 5.30113, 0.108981, -0.0262154, 0.366516, -0.00911405, 0.00215803, 
31.8, 5.30407, 0.108904, -0.0261579, 0.367699, -0.00964766, 0.00719262, 
31.808, 5.30702, 0.108827, -0.0261, 0.367805, -0.00966129, 0.00723682, 
31.816, 5.30989, 0.108937, -0.0278493, 0.358658, 0.0137216, -0.21866, 
31.824, 5.3128, 0.109089, -0.0309721, 0.364771, 0.019112, -0.390354, 
31.832, 5.31573, 0.109252, -0.0354619, 0.366017, 0.0202638, -0.561225, 
31.84, 5.31866, 0.109418, -0.0413181, 0.366332, 0.020767, -0.73202, 
31.848, 5.32159, 0.109586, -0.0485399, 0.366383, 0.021089, -0.902733, 
31.856, 5.3244, 0.109758, -0.0562725, 0.350892, 0.0214093, -0.966577, 
31.864, 5.32709, 0.109955, -0.0644198, 0.336722, 0.0246316, -1.01841, 
31.872, 5.32968, 0.110182, -0.0729627, 0.322915, 0.0283502, -1.06785, 
31.88, 5.33215, 0.110438, -0.0818932, 0.309152, 0.0321144, -1.11632, 
31.888, 5.33451, 0.110725, -0.0912066, 0.295355, 0.0358278, -1.16417, 
31.896, 5.33677, 0.111041, -0.100898, 0.281509, 0.0394736, -1.21144, 
31.904, 5.33891, 0.111385, -0.110963, 0.267618, 0.0430571, -1.25813, 
31.912, 5.34126, 0.111432, -0.114478, 0.294603, 0.00581737, -0.439408, 
31.92, 5.3441, 0.111118, -0.114662, 0.354262, -0.0392478, -0.0229095, 
31.928, 5.34701, 0.110795, -0.114501, 0.364133, -0.040347, 0.0201089, 
31.936, 5.34995, 0.110484, -0.114221, 0.367826, -0.0388813, 0.0349782, 
31.944, 5.35289, 0.110188, -0.113845, 0.366517, -0.0369553, 0.0469804, 
31.952, 5.35582, 0.10989, -0.113471, 0.36654, -0.0373133, 0.0467942, 
31.96, 5.35875, 0.109583, -0.113098, 0.366562, -0.0383215, 0.0465838, 
31.968, 5.36168, 0.109268, -0.112727, 0.366581, -0.039377, 0.0464164, 
31.976, 5.36456, 0.109212, -0.115794, 0.359004, -0.00699111, -0.383344, 
31.984, 5.36748, 0.109194, -0.120223, 0.365036, -0.00223811, -0.553663, 
31.992, 5.37041, 0.109187, -0.12601, 0.366484, -0.000980908, -0.723433, 
32, 5.37332, 0.109183, -0.132962, 0.363496, -0.000410323, -0.869006, 
32.008, 5.37623, 0.109177, -0.135176, 0.364183, -0.000754178, -0.276745, 
32.016, 5.37914, 0.10917, -0.132641, 0.364139, -0.000882583, 0.316945, 
32.024, 5.38205, 0.10917, -0.1285, 0.363999, -2.68834e-06, 0.517575, 
32.032, 5.38497, 0.109168, -0.123003, 0.363954, -0.000277563, 0.687144, 
32.04, 5.38788, 0.109168, -0.122207, 0.363942, -3.52758e-05, 0.0995579, 
32.048, 5.39079, 0.109168, -0.125804, 0.363929, 1.56229e-05, -0.449622, 
32.056, 5.3937, 0.10917, -0.130759, 0.363915, 0.000301831, -0.619455, 
32.064, 5.39661, 0.109175, -0.13707, 0.363883, 0.000559329, -0.788893, 
32.072, 5.39945, 0.109182, -0.14423, 0.355068, 0.000926374, -0.894967, 
32.08, 5.40218, 0.109206, -0.151803, 0.340491, 0.00296459, -0.946642, 
32.088, 5.40479, 0.109257, -0.159748, 0.326931, 0.0064537, -0.993146, 
32.096, 5.4073, 0.109339, -0.168055, 0.313547, 0.0101348, -1.03829, 
32.104, 5.40984, 0.10941, -0.171499, 0.31743, 0.0089553, -0.430513, 
32.112, 5.41238, 0.109479, -0.170066, 0.317798, 0.00862852, 0.179099, 
32.12, 5.41492, 0.109495, -0.165334, 0.317665, 0.0019781, 0.591496, 
32.128, 5.41746, 0.109519, -0.159252, 0.316742, 0.00302166, 0.760209, 
32.136, 5.42023, 0.109326, -0.15734, 0.346354, -0.0241884, 0.239113, 
32.144, 5.423, 0.109021, -0.156237, 0.346881, -0.0380581, 0.137798, 
32.152, 5.42578, 0.108698, -0.155264, 0.347812, -0.0404203, 0.121637, 
32.16, 5.42857, 0.108375, -0.154294, 0.347893, -0.0403988, 0.121283, 
32.168, 5.43135, 0.108053, -0.153119, 0.348219, -0.0402273, 0.146811, 
32.176, 5.43414, 0.107727, -0.151943, 0.348285, -0.0407745, 0.147, 
32.184, 5.43693, 0.107395, -0.150767, 0.348347, -0.0414365, 0.147044, 
32.192, 5.43971, 0.107059, -0.14959, 0.348408, -0.0420605, 0.147097, 
32.2, 5.44251, 0.106718, -0.148503, 0.349118, -0.0425554, 0.135947, 
32.208, 5.4453, 0.106375, -0.147415, 0.349181, -0.0429076, 0.135933, 
32.216, 5.44809, 0.106029, -0.146327, 0.349238, -0.0432994, 0.135992, 
32.224, 5.45089, 0.105679, -0.145239, 0.349294, -0.043669, 0.136056, 
32.232, 5.45369, 0.105328, -0.14432, 0.35018, -0.0439285, 0.114802, 
32.24, 5.45649, 0.104975, -0.143403, 0.350235, -0.0440692, 0.114715, 
32.248, 5.45929, 0.104621, -0.142484, 0.350282, -0.0443133, 0.114763, 
32.256, 5.4621, 0.104264, -0.141566, 0.350328, -0.0445724, 0.114813, 
32.264, 5.46484, 0.10412, -0.136883, 0.342437, -0.0180162, 0.58538, 
32.272, 5.46766, 0.103875, -0.130842, 0.352379, -0.0306825, 0.755136, 
32.28, 5.47047, 0.103625, -0.123526, 0.351415, -0.0311932, 0.914502, 
32.288, 5.47316, 0.103375, -0.115704, 0.336664, -0.0313181, 0.977772, 
32.296, 5.47593, 0.103208, -0.114355, 0.346898, -0.0207778, 0.16858, 
32.304, 5.47871, 0.102973, -0.11371, 0.346509, -0.0294636, 0.080633, 
32.312, 5.48148, 0.102737, -0.113073, 0.34653, -0.0295057, 0.0796757, 
32.32, 5.48425, 0.102501, -0.112436, 0.346556, -0.0293984, 0.0795179, 
32.328, 5.48703, 0.102268, -0.111732, 0.347359, -0.0292038, 0.0880789, 
32.336, 5.48981, 0.102034, -0.111027, 0.34739, -0.0292691, 0.0880918, 
32.344, 5.49259, 0.101797, -0.110323, 0.347413, -0.0295191, 0.088064, 
32.352, 5.49537, 0.101559, -0.109618, 0.347438, -0.0298072, 0.088048, 
32.36, 5.49815, 0.101318, -0.10875, 0.347687, -0.0300815, 0.108484, 
32.368, 5.50093, 0.101076, -0.107881, 0.347722, -0.0303111, 0.108635, 
32.376, 5.50371, 0.100831, -0.107012, 0.347755, -0.0305602, 0.10866, 
32.384, 5.5065, 0.100585, -0.106142, 0.347788, -0.0308061, 0.10869, 
32.392, 5.50928, 0.100337, -0.105357, 0.348409, -0.0309875, 0.0981656, 
32.4, 5.51207, 0.100088, -0.104572, 0.348444, -0.0310996, 0.0981252, 
32.408, 5.51486, 0.0998378, -0.103787, 0.348474, -0.0312938, 0.0981552, 
32.416, 5.51765, 0.0995858, -0.103001, 0.348503, -0.0315073, 0.0981877, 
32.424, 5.52043, 0.0993316, -0.102393, 0.347859, -0.031778, 0.0759834, 
32.432, 5.52321, 0.0990745, -0.101787, 0.347873, -0.0321318, 0.0758585, 
32.44, 5.526, 0.0988154, -0.10118, 0.347894, -0.0323836, 0.0758781, 
32.448, 5.52878, 0.0985546, -0.100572, 0.347915, -0.0326056, 0.0758996, 
32.456, 5.53157, 0.0982925, -0.0999048, 0.348571, -0.0327616, 0.0834486, 
32.464, 5.53436, 0.0980298, -0.0992366, 0.348601, -0.0328395, 0.0835252, 
32.472, 5.53715, 0.0977657, -0.0985681, 0.348625, -0.0330102, 0.0835537, 
32.48, 5.53993, 0.0975, -0.0978995, 0.348648, -0.0332063, 0.0835821, 
32.488, 5.54273, 0.0972334, -0.0971217, 0.349643, -0.0333267, 0.0972202, 
32.496, 5.54553, 0.0969667, -0.0963429, 0.349679, -0.0333365, 0.0973482, 
32.504, 5.54833, 0.0966988, -0.0955638, 0.349707, -0.0334912, 0.0973881, 
32.512, 5.55113, 0.0964293, -0.0947844, 0.349734, -0.0336854, 0.0974275, 
32.52, 5.55392, 0.0961583, -0.094056, 0.34985, -0.0338817, 0.0910471, 
32.528, 5.55672, 0.0958857, -0.0933277, 0.349875, -0.034074, 0.0910395, 
32.536, 5.55952, 0.0956114, -0.0925991, 0.349899, -0.0342801, 0.0910736, 
32.544, 5.56232, 0.0953355, -0.0918703, 0.349922, -0.0344892, 0.0911082, 
32.552, 5.56512, 0.0950583, -0.0911585, 0.350357, -0.0346597, 0.0889682, 
32.56, 5.56793, 0.09478, -0.0904466, 0.350383, -0.0347853, 0.088987, 
32.568, 5.57073, 0.0945002, -0.0897345, 0.350406, -0.0349712, 0.0890201, 
32.576, 5.57353, 0.0942188, -0.089022, 0.350429, -0.0351733, 0.0890534, 
32.584, 5.57633, 0.0939352, -0.0882923, 0.349732, -0.0354477, 0.0912139, 
32.592, 5.57913, 0.0936488, -0.0875622, 0.349747, -0.0358012, 0.091263, 
32.6, 5.58193, 0.0933604, -0.0868318, 0.349769, -0.0360478, 0.0912982, 
32.608, 5.58473, 0.0930703, -0.0861012, 0.349791, -0.0362643, 0.0913333, 
32.616, 5.58753, 0.0927793, -0.0854331, 0.350729, -0.0363827, 0.0835072, 
32.624, 5.59034, 0.0924881, -0.0847652, 0.350758, -0.0364009, 0.0834845, 
32.632, 5.59314, 0.0921956, -0.0840971, 0.350779, -0.0365542, 0.0835135, 
32.64, 5.59595, 0.0919017, -0.0834288, 0.350798, -0.0367454, 0.083543, 
32.648, 5.59877, 0.091607, -0.0827339, 0.352141, -0.0368274, 0.0868581, 
32.656, 5.60159, 0.0913129, -0.0820386, 0.352174, -0.0367687, 0.0869119, 
32.664, 5.6044, 0.0910176, -0.0813431, 0.352195, -0.0369068, 0.086944, 
32.672, 5.60722, 0.0907208, -0.0806473, 0.352216, -0.0370991, 0.0869761, 
32.68, 5.61004, 0.0904225, -0.0799687, 0.352371, -0.0372953, 0.0848171, 
32.688, 5.61286, 0.0901226, -0.0792901, 0.352391, -0.0374826, 0.084833, 
32.696, 5.61568, 0.0898211, -0.0786112, 0.35241, -0.0376903, 0.0848633, 
32.704, 5.6185, 0.0895179, -0.077932, 0.352429, -0.0379026, 0.0848939, 
32.712, 5.62131, 0.0892117, -0.0768177, 0.351024, -0.0382682, 0.139289, 
32.72, 5.62411, 0.0889016, -0.0756998, 0.351041, -0.0387651, 0.139734, 
32.728, 5.62692, 0.0885892, -0.0745813, 0.351071, -0.0390499, 0.13982, 
32.736, 5.62973, 0.088275, -0.073462, 0.351101, -0.0392747, 0.139902, 
32.744, 5.63255, 0.0879682, -0.0726477, 0.351747, -0.038349, 0.101793, 
32.752, 5.63536, 0.0876641, -0.0718352, 0.351774, -0.0380202, 0.10156, 
32.76, 5.63817, 0.0873621, -0.0710224, 0.351794, -0.0377506, 0.101599, 
32.768, 5.64099, 0.0870622, -0.0702093, 0.351815, -0.0374825, 0.101641, 
32.776, 5.64381, 0.0867611, -0.0691574, 0.353194, -0.0376324, 0.131486, 
32.784, 5.64664, 0.0864606, -0.0681033, 0.353234, -0.0375618, 0.131761, 
32.792, 5.64947, 0.0861591, -0.0670486, 0.353261, -0.037687, 0.131837, 
32.8, 5.65229, 0.0858562, -0.0659933, 0.353287, -0.0378689, 0.131912, 
32.808, 5.65511, 0.0855986, -0.0654169, 0.352071, -0.0322014, 0.0720526, 
32.816, 5.65793, 0.0853442, -0.0648447, 0.352075, -0.0318029, 0.0715205, 
32.824, 5.66074, 0.0850914, -0.0642727, 0.352083, -0.0315918, 0.0715118, 
32.832, 5.66356, 0.0848402, -0.0637004, 0.352095, -0.031402, 0.0715289, 
32.84, 5.66638, 0.0845875, -0.0629152, 0.35295, -0.0315896, 0.0981581, 
32.848, 5.66921, 0.0843347, -0.0621281, 0.352976, -0.0316054, 0.0983829, 
32.856, 5.67203, 0.0840807, -0.0613407, 0.352995, -0.0317407, 0.0984286, 
32.864, 5.67485, 0.0838254, -0.0605529, 0.353012, -0.0319141, 0.0984724, 
32.872, 5.67768, 0.0835688, -0.0597111, 0.353388, -0.032071, 0.105227, 
32.88, 5.68051, 0.0833113, -0.0588685, 0.35341, -0.0321948, 0.105321, 
32.888, 5.68334, 0.0830523, -0.0580256, 0.353428, -0.032375, 0.10537, 
32.896, 5.68616, 0.0827917, -0.0571822, 0.353445, -0.0325719, 0.105418, 
32.904, 5.689, 0.0825464, -0.0565127, 0.353999, -0.0306663, 0.0836914, 
32.912, 5.69183, 0.0823034, -0.0558445, 0.354018, -0.0303723, 0.0835246, 
32.92, 5.69466, 0.0820623, -0.0551761, 0.354031, -0.0301444, 0.0835484, 
