time, x, y, heading, vel_x, vel_y, vel_heading,
62.992, 0.845933, 2.57244, -0.0211495, 0.331898, 0.0189333, -0.486743, 
63, 0.848466, 2.5726, -0.0255389, 0.316609, 0.019827, -0.548682, 
63.008, 0.850997, 2.57278, -0.0299215, 0.31638, 0.0231018, -0.547821, 
63.016, 0.853547, 2.57288, -0.0312753, 0.318778, 0.01224, -0.169222, 
63.024, 0.856097, 2.57296, -0.0325734, 0.318753, 0.0105659, -0.16226, 
63.032, 0.858647, 2.57304, -0.0338699, 0.318738, 0.0100986, -0.162063, 
63.04, 0.861197, 2.57312, -0.0351656, 0.318726, 0.00968342, -0.161965, 
63.048, 0.863747, 2.57319, -0.0364452, 0.318791, 0.00902413, -0.159953, 
63.056, 0.866297, 2.57326, -0.037724, 0.31878, 0.0086008, -0.159842, 
63.064, 0.868848, 2.57333, -0.0390019, 0.318767, 0.00818105, -0.159747, 
63.072, 0.871398, 2.57339, -0.0402791, 0.318753, 0.00775717, -0.15965, 
63.08, 0.873951, 2.57345, -0.0417305, 0.319129, 0.00794735, -0.181425, 
63.088, 0.876503, 2.57352, -0.0431821, 0.319114, 0.00804169, -0.181442, 
63.096, 0.879056, 2.57358, -0.0446325, 0.319096, 0.00819761, -0.181306, 
63.104, 0.881609, 2.57365, -0.0460819, 0.319076, 0.0083785, -0.181169, 
63.112, 0.884277, 2.57359, -0.0465727, 0.33356, -0.0075604, -0.0613525, 
63.12, 0.886948, 2.57352, -0.0470478, 0.33385, -0.00865274, -0.0593878, 
63.128, 0.889619, 2.57345, -0.0475227, 0.333876, -0.00917556, -0.0593589, 
63.136, 0.89229, 2.57337, -0.0479975, 0.333883, -0.00921839, -0.059359, 
63.144, 0.894941, 2.57329, -0.0483346, 0.331363, -0.0107757, -0.0421301, 
63.152, 0.897592, 2.5732, -0.0486705, 0.331336, -0.0109199, -0.0419957, 
63.16, 0.900242, 2.57311, -0.0490064, 0.331324, -0.0110277, -0.0419886, 
63.168, 0.902893, 2.57302, -0.0493424, 0.331316, -0.01113, -0.0419886, 
63.176, 0.905539, 2.57292, -0.0495439, 0.330734, -0.0132931, -0.0251926, 
63.184, 0.908185, 2.57281, -0.0497441, 0.330726, -0.0134254, -0.0250239, 
63.192, 0.91083, 2.5727, -0.0499442, 0.330721, -0.0134892, -0.025019, 
63.2, 0.913476, 2.57259, -0.0501444, 0.330717, -0.0135474, -0.0250224, 
63.208, 0.916133, 2.57249, -0.0504376, 0.3321, -0.0134525, -0.0366421, 
63.216, 0.91879, 2.57238, -0.0507313, 0.332108, -0.0135152, -0.036722, 
63.224, 0.921447, 2.57227, -0.0510251, 0.332106, -0.0133861, -0.0367212, 
63.232, 0.924103, 2.57217, -0.0513189, 0.332103, -0.0131996, -0.0367191, 
63.24, 0.926856, 2.57205, -0.0510246, 0.344095, -0.0137698, 0.036782, 
63.248, 0.92961, 2.57195, -0.0507243, 0.344222, -0.0134054, 0.0375341, 
63.256, 0.932364, 2.57184, -0.0504229, 0.344238, -0.0132063, 0.0376822, 
63.264, 0.935118, 2.57174, -0.0501203, 0.344247, -0.0132001, 0.0378172, 
63.272, 0.937875, 2.57163, -0.0498516, 0.344678, -0.0133898, 0.0335918, 
63.28, 0.940633, 2.57152, -0.0495823, 0.344686, -0.0135922, 0.0336572, 
63.288, 0.94339, 2.57141, -0.0493125, 0.344691, -0.0138625, 0.0337332, 
63.296, 0.946148, 2.5713, -0.0490421, 0.344695, -0.0141413, 0.033795, 
63.304, 0.948908, 2.57118, -0.0488267, 0.345019, -0.0143796, 0.0269243, 
63.312, 0.951668, 2.57106, -0.0486114, 0.345025, -0.0145772, 0.0269169, 
63.32, 0.954428, 2.57095, -0.0483958, 0.345029, -0.0148113, 0.0269491, 
63.328, 0.957189, 2.57083, -0.04818, 0.345032, -0.0150498, 0.0269758, 
63.336, 0.959951, 2.57071, -0.0465976, 0.345277, -0.0142117, 0.197797, 
63.344, 0.962728, 2.5706, -0.0437592, 0.347191, -0.0143921, 0.354799, 
63.352, 0.965579, 2.57048, -0.0406172, 0.356301, -0.0142427, 0.392754, 
63.36, 0.968431, 2.57038, -0.0374674, 0.356454, -0.012592, 0.393723, 
63.368, 0.971286, 2.57028, -0.0343009, 0.35689, -0.0122872, 0.395817, 
63.376, 0.974141, 2.57019, -0.0311287, 0.356938, -0.0123226, 0.396522, 
63.384, 0.976997, 2.57009, -0.027951, 0.356975, -0.0125354, 0.397211, 
63.392, 0.979853, 2.56998, -0.0247678, 0.357007, -0.0127994, 0.397898, 
63.4, 0.98272, 2.56988, -0.0216239, 0.358444, -0.0129297, 0.39299, 
63.408, 0.985588, 2.56978, -0.0184749, 0.358482, -0.0129181, 0.393622, 
63.416, 0.988456, 2.56967, -0.0153206, 0.358504, -0.0131009, 0.394292, 
63.424, 0.991325, 2.56956, -0.0121609, 0.358521, -0.0133325, 0.394965, 
63.432, 0.994196, 2.56946, -0.00904096, 0.35894, -0.0135323, 0.389987, 
63.44, 0.997068, 2.56935, -0.00591613, 0.358954, -0.0136951, 0.390605, 
63.448, 0.999939, 2.56924, -0.002786, 0.35896, -0.0139124, 0.391266, 
63.456, 1.00281, 2.56912, 0.000349111, 0.358962, -0.0141421, 0.391889, 
63.464, 1.00578, 2.56907, 0.000769529, 0.371351, -0.006094, 0.0525523, 
63.472, 1.00875, 2.56904, 0.00116732, 0.371405, -0.00467654, 0.0497241, 
63.48, 1.01172, 2.569, 0.00156197, 0.371413, -0.00429645, 0.0493309, 
63.488, 1.0147, 2.56897, 0.00195781, 0.371416, -0.00434108, 0.0494796, 
63.496, 1.01764, 2.56893, 0.00310492, 0.36859, -0.00487025, 0.143389, 
63.504, 1.02059, 2.56888, 0.00425687, 0.368576, -0.00568578, 0.143993, 
63.512, 1.02354, 2.56883, 0.00540928, 0.368572, -0.00611042, 0.144052, 
63.52, 1.02649, 2.56878, 0.00656184, 0.368569, -0.006418, 0.144069, 
63.528, 1.02944, 2.56873, 0.00709884, 0.36851, -0.00611603, 0.0671252, 
63.536, 1.03239, 2.56869, 0.00763392, 0.368509, -0.00589708, 0.0668856, 
63.544, 1.03533, 2.56864, 0.00816902, 0.368507, -0.00571726, 0.0668874, 
63.552, 1.03828, 2.5686, 0.00870415, 0.368506, -0.00553446, 0.0668909, 
63.56, 1.04122, 2.56856, 0.0091538, 0.367163, -0.00398605, 0.0562068, 
63.568, 1.04416, 2.56853, 0.00960304, 0.367156, -0.00379215, 0.0561549, 
63.576, 1.04709, 2.56851, 0.0100523, 0.367154, -0.00362817, 0.0561513, 
63.584, 1.05003, 2.56848, 0.0105015, 0.367152, -0.0034683, 0.056153, 
63.592, 1.05298, 2.56845, 0.0111001, 0.367992, -0.00364333, 0.0748284, 
63.6, 1.05592, 2.56842, 0.0116995, 0.367997, -0.00367713, 0.0749246, 
63.608, 1.05886, 2.56839, 0.0122986, 0.367996, -0.00382764, 0.0748886, 
63.616, 1.06181, 2.56836, 0.0128974, 0.367994, -0.00401455, 0.0748541, 
63.624, 1.06481, 2.56835, 0.0125403, 0.375782, -0.000256238, -0.0446382, 
63.632, 1.06782, 2.56835, 0.0121777, 0.375818, -0.000597419, -0.0453343, 
63.64, 1.07083, 2.56834, 0.0118127, 0.375827, -0.000860551, -0.0456165, 
63.648, 1.07383, 2.56834, 0.011446, 0.375831, -0.000763409, -0.0458448, 
63.656, 1.07684, 2.56834, 0.0112074, 0.376247, 0.000734236, -0.029819, 
63.664, 1.07985, 2.56835, 0.0109683, 0.376249, 0.000768699, -0.0298903, 
63.672, 1.08286, 2.56836, 0.0107283, 0.376251, 0.00100661, -0.0300026, 
63.68, 1.08587, 2.56837, 0.0104875, 0.376251, 0.00126774, -0.0300921, 
63.688, 1.08889, 2.56838, 0.0101816, 0.376924, 0.00146141, -0.0382382, 
63.696, 1.0919, 2.56839, 0.00987505, 0.376928, 0.00157999, -0.0383227, 
63.704, 1.09492, 2.5684, 0.0095681, 0.37693, 0.00178835, -0.0383688, 
63.712, 1.09794, 2.56842, 0.00926086, 0.376931, 0.00201709, -0.0384052, 
63.72, 1.10093, 2.56843, 0.00948736, 0.374333, 0.00144709, 0.0283123, 
63.728, 1.10392, 2.56844, 0.00971818, 0.374321, 0.000716676, 0.0288524, 
63.736, 1.10692, 2.56844, 0.00995111, 0.374317, 0.000360781, 0.0291163, 
63.744, 1.10991, 2.56844, 0.0101858, 0.374316, 0.000276745, 0.0293299, 
63.752, 1.11291, 2.56847, 0.0102503, 0.374191, 0.00308883, 0.00806541, 
63.76, 1.1159, 2.56849, 0.010315, 0.37419, 0.00309743, 0.00808925, 
63.768, 1.11889, 2.56852, 0.0103805, 0.37419, 0.0030798, 0.008192, 
63.776, 1.12189, 2.56854, 0.0104467, 0.374189, 0.00306534, 0.00827824, 
63.784, 1.12489, 2.56857, 0.0104434, 0.375448, 0.00392988, -0.000414237, 
63.792, 1.12789, 2.56861, 0.0104399, 0.375452, 0.00392984, -0.00044321, 
63.8, 1.1309, 2.56864, 0.0104363, 0.375453, 0.00392696, -0.000454185, 
63.808, 1.1339, 2.56867, 0.0104326, 0.375453, 0.00392409, -0.000462972, 
63.816, 1.13689, 2.5687, 0.0103702, 0.374115, 0.00429813, -0.00779291, 
63.824, 1.13989, 2.56874, 0.0103057, 0.37411, 0.00446407, -0.0080658, 
63.832, 1.14288, 2.56877, 0.0102396, 0.374109, 0.00453009, -0.00826259, 
63.84, 1.14587, 2.56881, 0.0101722, 0.374109, 0.00457738, -0.00841948, 
63.848, 1.14888, 2.56885, 0.00993752, 0.375605, 0.00467621, -0.0293388, 
63.856, 1.15188, 2.56889, 0.00970149, 0.375613, 0.00458993, -0.0295029, 
63.864, 1.15489, 2.56892, 0.00946483, 0.375615, 0.00471631, -0.0295835, 
63.872, 1.15789, 2.56896, 0.00922764, 0.375616, 0.00490287, -0.0296477, 
63.88, 1.1609, 2.56899, 0.00920513, 0.37598, 0.0036141, -0.00281455, 
63.888, 1.16391, 2.56902, 0.00918312, 0.375982, 0.00359972, -0.00275057, 
63.896, 1.16692, 2.56905, 0.00916087, 0.375982, 0.00360966, -0.00278144, 
63.904, 1.16992, 2.56908, 0.00913841, 0.375982, 0.00361707, -0.0028077, 
63.912, 1.17293, 2.5691, 0.00927122, 0.375347, 0.00329847, 0.0166009, 
63.92, 1.17593, 2.56913, 0.00940719, 0.375343, 0.00295465, 0.0169969, 
63.928, 1.17893, 2.56915, 0.00954533, 0.375342, 0.0027038, 0.0172674, 
63.936, 1.18194, 2.56917, 0.0096852, 0.375341, 0.00247903, 0.0174835, 
63.944, 1.18487, 2.5692, 0.00941123, 0.366307, 0.00368059, -0.0342467, 
63.952, 1.1878, 2.56924, 0.00913387, 0.366268, 0.00566668, -0.0346693, 
63.96, 1.19073, 2.56929, 0.00885476, 0.366262, 0.00634593, -0.0348887, 
63.968, 1.19366, 2.56935, 0.00857444, 0.366261, 0.00666477, -0.03504, 
63.976, 1.19658, 2.5694, 0.00802583, 0.365032, 0.0070003, -0.0685767, 
63.984, 1.1995, 2.56946, 0.00747557, 0.365029, 0.00740323, -0.0687823, 
63.992, 1.20242, 2.56952, 0.00692474, 0.36503, 0.00762427, -0.0688538, 
64, 1.20534, 2.56959, 0.00637349, 0.365032, 0.00780165, -0.0689068, 
64.008, 1.20826, 2.56965, 0.00585204, 0.365494, 0.00792291, -0.0651804, 
64.016, 1.21119, 2.56971, 0.00533047, 0.365497, 0.00800478, -0.0651969, 
64.024, 1.21411, 2.56978, 0.00480869, 0.365499, 0.00815918, -0.0652217, 
64.032, 1.21703, 2.56985, 0.00428675, 0.3655, 0.00833852, -0.0652424, 
64.04, 1.21996, 2.56991, 0.00390786, 0.365674, 0.00761867, -0.0473624, 
64.048, 1.22288, 2.56997, 0.00352938, 0.365675, 0.00746889, -0.0473091, 
64.056, 1.22581, 2.57003, 0.00315084, 0.365676, 0.00733817, -0.0473184, 
64.064, 1.22873, 2.57008, 0.00277222, 0.365676, 0.0072074, -0.0473268, 
64.072, 1.23166, 2.57013, 0.00376032, 0.365532, 0.00641841, 0.123512, 
64.08, 1.23454, 2.57018, 0.00494791, 0.360619, 0.00614945, 0.14845, 
64.088, 1.23743, 2.57022, 0.00613798, 0.360595, 0.00498027, 0.148758, 
64.096, 1.24031, 2.57026, 0.00732967, 0.360589, 0.0045204, 0.148961, 
64.104, 1.2432, 2.57029, 0.00715477, 0.360831, 0.00437997, -0.0218621, 
64.112, 1.24613, 2.57033, 0.00676025, 0.366647, 0.00450579, -0.049315, 
64.12, 1.24907, 2.57036, 0.00636391, 0.366675, 0.00352723, -0.0495429, 
64.128, 1.252, 2.57039, 0.00596639, 0.366681, 0.0033986, -0.0496894, 
64.136, 1.2549, 2.57041, 0.00647382, 0.362439, 0.00286823, 0.0634292, 
64.144, 1.2578, 2.57042, 0.00698674, 0.362408, 0.00183925, 0.0641149, 
64.152, 1.2607, 2.57043, 0.00750134, 0.362403, 0.00137942, 0.0643246, 
64.16, 1.2636, 2.57044, 0.00801728, 0.362401, 0.00108376, 0.064493, 
64.168, 1.26648, 2.57046, 0.00792729, 0.360413, 0.00201217, -0.0112495, 
64.176, 1.26936, 2.57048, 0.0078334, 0.360404, 0.00255434, -0.0117364, 
64.184, 1.27225, 2.5705, 0.00773789, 0.360403, 0.00284284, -0.011939, 
64.192, 1.27513, 2.57053, 0.00764111, 0.360403, 0.00305753, -0.012097, 
64.2, 1.27802, 2.57055, 0.00731131, 0.360715, 0.00322843, -0.0412249, 
64.208, 1.2809, 2.57058, 0.00697999, 0.360718, 0.00335308, -0.0414145, 
64.216, 1.28379, 2.57061, 0.00664805, 0.360719, 0.00352522, -0.0414934, 
64.224, 1.28667, 2.57064, 0.0063156, 0.360721, 0.00371352, -0.0415563, 
64.232, 1.28943, 2.57067, 0.00618915, 0.344675, 0.00408709, -0.0158056, 
64.24, 1.29219, 2.5707, 0.00606124, 0.344606, 0.00406475, -0.015989, 
64.248, 1.29494, 2.57073, 0.00593177, 0.344594, 0.00401916, -0.0161841, 
64.256, 1.2977, 2.57077, 0.00580181, 0.34459, 0.00397955, -0.0162452, 
64.264, 1.30047, 2.57079, 0.00571021, 0.346131, 0.00331469, -0.0114496, 
64.272, 1.30324, 2.57082, 0.00561929, 0.346139, 0.00321559, -0.0113646, 
64.28, 1.30601, 2.57084, 0.00552852, 0.346141, 0.00324004, -0.0113466, 
64.288, 1.30878, 2.57087, 0.00543776, 0.346142, 0.00323058, -0.0113442, 
64.296, 1.31143, 2.57088, 0.00596491, 0.331747, 0.00146275, 0.0658933, 
64.304, 1.31408, 2.57087, 0.00653329, 0.330507, -0.00152191, 0.0710478, 
64.312, 1.31672, 2.57085, 0.00710234, 0.33049, -0.00267969, 0.0711311, 
64.32, 1.31936, 2.57082, 0.00767295, 0.330484, -0.00310456, 0.0713258, 
64.328, 1.32195, 2.57081, 0.00736099, 0.323291, -0.0020049, -0.0389949, 
64.336, 1.32454, 2.5708, 0.00704298, 0.323258, -0.000500063, -0.0397515, 
64.344, 1.32712, 2.5708, 0.00672315, 0.323254, -4.70968e-05, -0.0399788, 
64.352, 1.32971, 2.5708, 0.00640227, 0.323254, 0.000133672, -0.0401102, 
64.36, 1.3323, 2.57081, 0.00602455, 0.323923, 0.000174029, -0.0472139, 
64.368, 1.33489, 2.57081, 0.00564625, 0.323927, 0.000137312, -0.0472876, 
64.376, 1.33748, 2.57081, 0.00526755, 0.323929, 0.000208798, -0.0473384, 
64.384, 1.34007, 2.57081, 0.00488848, 0.323931, 0.000324618, -0.0473831, 
64.392, 1.34266, 2.57082, 0.00452429, 0.323847, 0.000474628, -0.0455244, 
64.4, 1.34525, 2.57082, 0.00415988, 0.323848, 0.000651268, -0.0455504, 
64.408, 1.34785, 2.57083, 0.00379528, 0.323849, 0.000828338, -0.0455759, 
64.416, 1.35044, 2.57084, 0.0034305, 0.32385, 0.00101141, -0.0455964, 
64.424, 1.35303, 2.57084, 0.00286319, 0.324382, 0.00115556, -0.0709138, 
64.432, 1.35563, 2.57085, 0.00229517, 0.324385, 0.00124422, -0.071003, 
64.44, 1.35822, 2.57087, 0.00172707, 0.324387, 0.00141428, -0.0710121, 
64.448, 1.36082, 2.57088, 0.00115893, 0.324387, 0.00160895, -0.0710185, 
64.456, 1.36342, 2.57089, 0.000848841, 0.324943, 0.00174505, -0.0387606, 
64.464, 1.36602, 2.57091, 0.000539572, 0.324946, 0.00184539, -0.0386586, 
64.472, 1.36862, 2.57092, 0.000230333, 0.324946, 0.0020266, -0.0386549, 
64.48, 1.37122, 2.57094, -7.95072e-05, 0.324947, 0.00223091, -0.03873, 
64.488, 1.37382, 2.57096, -0.000392809, 0.325657, 0.0023709, -0.0391627, 
64.496, 1.37643, 2.57098, -0.000706508, 0.32566, 0.00244627, -0.0392124, 
64.504, 1.37903, 2.571, -0.00102023, 0.325661, 0.00262431, -0.0392159, 
64.512, 1.38164, 2.57102, -0.00133398, 0.325661, 0.00283062, -0.0392181, 
64.52, 1.38424, 2.57105, -0.00171684, 0.325891, 0.00302579, -0.0478582, 
64.528, 1.38685, 2.57107, -0.00209994, 0.325891, 0.00319862, -0.047887, 
64.536, 1.38946, 2.5711, -0.00248305, 0.325891, 0.00340489, -0.0478881, 
64.544, 1.39206, 2.57113, -0.00286616, 0.325891, 0.00361975, -0.0478887, 
64.552, 1.39467, 2.57116, -0.00341072, 0.326007, 0.00383228, -0.0680705, 
64.56, 1.39728, 2.57119, -0.0039558, 0.326007, 0.00402626, -0.0681346, 
64.568, 1.39989, 2.57123, -0.00450087, 0.326006, 0.0042371, -0.0681348, 
64.576, 1.4025, 2.57126, -0.00504595, 0.326005, 0.00445201, -0.0681345, 
64.584, 1.40511, 2.5713, -0.00549766, 0.326303, 0.00463308, -0.0564642, 
64.592, 1.40772, 2.57134, -0.00594908, 0.326303, 0.00479081, -0.0564274, 
64.6, 1.41033, 2.57138, -0.0064005, 0.326303, 0.00499058, -0.0564271, 
64.608, 1.41294, 2.57142, -0.00685192, 0.326302, 0.00516537, -0.0564274, 
64.616, 1.41555, 2.57146, -0.00744424, 0.326658, 0.00535402, -0.0740398, 
64.624, 1.41817, 2.57151, -0.008037, 0.326658, 0.00549975, -0.0740954, 
64.632, 1.42078, 2.57155, -0.00862976, 0.326657, 0.0056969, -0.0740952, 
64.64, 1.42339, 2.5716, -0.00922252, 0.326655, 0.00590808, -0.0740946, 
64.648, 1.42599, 2.57164, -0.00977008, 0.325298, 0.00582529, -0.068445, 
64.656, 1.4286, 2.57169, -0.0103175, 0.32529, 0.00564587, -0.068428, 
64.664, 1.4312, 2.57173, -0.0108649, 0.325287, 0.00545873, -0.0684228, 
64.672, 1.4338, 2.57178, -0.0114122, 0.325286, 0.00527344, -0.068415, 
64.68, 1.43642, 2.57182, -0.0124484, 0.327682, 0.00531482, -0.129521, 
64.688, 1.43904, 2.57186, -0.0134873, 0.3277, 0.00505098, -0.129867, 
64.696, 1.44167, 2.5719, -0.0145255, 0.327701, 0.00512463, -0.129776, 
64.704, 1.44429, 2.57194, -0.015563, 0.327698, 0.00529641, -0.129686, 
64.712, 1.44691, 2.57199, -0.0163477, 0.328403, 0.00541777, -0.0980923, 
64.72, 1.44954, 2.57203, -0.0171303, 0.328405, 0.00549931, -0.0978198, 
64.728, 1.45217, 2.57207, -0.0179125, 0.328402, 0.00568399, -0.0977725, 
64.736, 1.4548, 2.57212, -0.0186943, 0.328398, 0.00589729, -0.097728, 
64.744, 1.4575, 2.57216, -0.020052, 0.337585, 0.00517965, -0.169716, 
64.752, 1.4602, 2.57219, -0.0214126, 0.33766, 0.00360627, -0.170069, 
64.76, 1.4629, 2.57222, -0.0227719, 0.337673, 0.0033371, -0.169916, 
64.768, 1.4656, 2.57225, -0.0241301, 0.337669, 0.00343741, -0.169777, 
64.776, 1.46829, 2.57228, -0.0252305, 0.336478, 0.00377749, -0.13755, 
64.784, 1.47098, 2.57231, -0.0263285, 0.336457, 0.00427497, -0.137247, 
64.792, 1.47368, 2.57235, -0.0274258, 0.336443, 0.00461132, -0.137166, 
64.8, 1.47637, 2.57239, -0.0285225, 0.33643, 0.00489503, -0.137085, 
64.808, 1.47905, 2.5724, -0.0292376, 0.335538, 0.00182983, -0.0893883, 
64.816, 1.48174, 2.57241, -0.0299492, 0.335524, 0.00146077, -0.0889488, 
64.824, 1.48442, 2.57242, -0.0306604, 0.335513, 0.00120857, -0.0889033, 
64.832, 1.4871, 2.57243, -0.0313714, 0.335505, 0.000965804, -0.0888721, 
64.84, 1.48981, 2.57242, -0.0307124, 0.337997, -0.00149856, 0.0823701, 
64.848, 1.49261, 2.57241, -0.0296553, 0.35001, -0.000772318, 0.132145, 
64.856, 1.49541, 2.57242, -0.0285932, 0.35016, 0.00153018, 0.132762, 
64.864, 1.49821, 2.57244, -0.0275292, 0.350185, 0.00195967, 0.132996, 
64.872, 1.501, 2.57244, -0.0269579, 0.348246, -0.000556364, 0.0714121, 
64.88, 1.50378, 2.57243, -0.02639, 0.34823, -0.000924834, 0.0709933, 
64.888, 1.50657, 2.57242, -0.0258214, 0.348233, -0.00130782, 0.0710716, 
64.896, 1.50935, 2.57241, -0.0252523, 0.348237, -0.00163866, 0.0711431, 
64.904, 1.51214, 2.57239, -0.0248087, 0.348418, -0.00191077, 0.0554432, 
64.912, 1.51493, 2.57237, -0.0243657, 0.348423, -0.00214848, 0.0553783, 
64.92, 1.51772, 2.57235, -0.0239224, 0.348426, -0.00239584, 0.0554172, 
64.928, 1.5205, 2.57233, -0.0234787, 0.348429, -0.00263938, 0.0554517, 
64.936, 1.5233, 2.57231, -0.0229832, 0.349004, -0.00282249, 0.0619407, 
64.944, 1.52609, 2.57229, -0.0224871, 0.349014, -0.00294164, 0.0620167, 
64.952, 1.52888, 2.57226, -0.0219907, 0.349018, -0.00313876, 0.0620445, 
64.96, 1.53167, 2.57223, -0.0214942, 0.349022, -0.0033556, 0.0620698, 
64.968, 1.53449, 2.57221, -0.021787, 0.351667, -0.00343145, -0.0366098, 
64.976, 1.5373, 2.57218, -0.0220851, 0.351676, -0.00372035, -0.0372616, 
64.984, 1.54011, 2.57215, -0.0223854, 0.351675, -0.00364416, -0.0375379, 
64.992, 1.54293, 2.57212, -0.0226875, 0.351673, -0.00346334, -0.0377581, 
65, 1.54575, 2.57208, -0.0228531, 0.352776, -0.00562472, -0.0206963, 
65.008, 1.54857, 2.57203, -0.023019, 0.352779, -0.00569131, -0.0207465, 
65.016, 1.55139, 2.57198, -0.0231859, 0.352778, -0.00570452, -0.0208563, 
65.024, 1.55421, 2.57194, -0.0233535, 0.352777, -0.00572426, -0.0209463, 
65.032, 1.55704, 2.5719, -0.0221536, 0.353121, -0.00445826, 0.149986, 
65.04, 1.55998, 2.57187, -0.0203964, 0.367828, -0.00458905, 0.219651, 
65.048, 1.56293, 2.57185, -0.0186161, 0.368492, -0.00191715, 0.222541, 
65.056, 1.56588, 2.57184, -0.0168323, 0.368526, -0.00128381, 0.222964, 
65.064, 1.56885, 2.57183, -0.0151694, 0.371014, -0.00105207, 0.207868, 
65.072, 1.57182, 2.57183, -0.0135049, 0.371048, -0.000795806, 0.208058, 
65.08, 1.57478, 2.57182, -0.0118384, 0.371058, -0.000958742, 0.208317, 
65.088, 1.57775, 2.57181, -0.01017, 0.371065, -0.00123269, 0.208554, 
65.096, 1.58072, 2.5718, -0.00850128, 0.370811, -0.00155773, 0.208585, 
65.104, 1.58368, 2.57178, -0.00683088, 0.370813, -0.00190425, 0.208799, 
65.112, 1.58665, 2.57176, -0.0051588, 0.370816, -0.00220166, 0.20901, 
65.12, 1.58962, 2.57174, -0.00348505, 0.370818, -0.00247532, 0.209218, 
65.128, 1.59259, 2.57172, -0.00229785, 0.371181, -0.00267491, 0.1484, 
65.136, 1.59556, 2.5717, -0.00111205, 0.371182, -0.00285291, 0.148225, 
65.144, 1.59853, 2.57167, 7.4264e-05, 0.371183, -0.00307299, 0.14829, 
65.152, 1.6015, 2.57165, 0.00125993, 0.371182, -0.00330138, 0.148208, 
65.16, 1.60447, 2.57162, 0.00220925, 0.371872, -0.00344883, 0.118665, 
65.168, 1.60745, 2.57159, 0.00315787, 0.371874, -0.00354091, 0.118578, 
65.176, 1.61042, 2.57156, 0.00410654, 0.371873, -0.00372884, 0.118584, 
65.184, 1.6134, 2.57153, 0.00505527, 0.371872, -0.00394214, 0.11859, 
65.192, 1.61638, 2.5715, 0.0059582, 0.372624, -0.00408344, 0.112867, 
65.2, 1.61936, 2.57146, 0.00686102, 0.372625, -0.00415801, 0.112852, 
65.208, 1.62234, 2.57143, 0.00776386, 0.372624, -0.00433992, 0.112855, 
65.216, 1.62532, 2.57139, 0.00866673, 0.372621, -0.00455078, 0.112858, 
65.224, 1.62831, 2.57136, 0.00972553, 0.373474, -0.00468891, 0.13235, 
65.232, 1.6313, 2.57132, 0.0107845, 0.373478, -0.00474267, 0.132376, 
65.24, 1.63428, 2.57128, 0.0118427, 0.373476, -0.00491863, 0.132269, 
65.248, 1.63727, 2.57124, 0.0129, 0.373472, -0.00512818, 0.132168, 
65.256, 1.64025, 2.57119, 0.0140376, 0.37254, -0.00544878, 0.142192, 
65.264, 1.64323, 2.57115, 0.0151748, 0.372526, -0.00585294, 0.142159, 
65.272, 1.64621, 2.5711, 0.0163113, 0.372517, -0.00612589, 0.142056, 
65.28, 1.64919, 2.57105, 0.0174469, 0.372509, -0.00636056, 0.141957, 
65.288, 1.65217, 2.57105, 0.0170229, 0.372352, 0.000516379, -0.0529984, 
65.296, 1.65509, 2.57105, 0.0160485, 0.365053, 0.000132955, -0.121812, 
65.304, 1.65801, 2.57107, 0.015068, 0.364983, 0.00172481, -0.122555, 
65.312, 1.66093, 2.57108, 0.0140858, 0.364984, 0.00232022, -0.122777, 
65.32, 1.66386, 2.57111, 0.0131447, 0.365911, 0.00253294, -0.11764, 
65.328, 1.66679, 2.57113, 0.0122028, 0.365926, 0.00256182, -0.117737, 
65.336, 1.66971, 2.57115, 0.0112599, 0.365932, 0.00269194, -0.117858, 
65.344, 1.67264, 2.57117, 0.0103162, 0.365938, 0.00285388, -0.117967, 
65.352, 1.67557, 2.5712, 0.0107399, 0.366023, 0.0034179, 0.0529611, 
65.36, 1.67856, 2.57122, 0.0115922, 0.37388, 0.00330704, 0.106547, 
65.368, 1.68155, 2.57126, 0.0124487, 0.373939, 0.00465907, 0.107061, 
65.376, 1.68454, 2.5713, 0.0133059, 0.373945, 0.00487602, 0.107145, 
65.384, 1.68753, 2.57135, 0.0127956, 0.37355, 0.00568548, -0.0637872, 
65.392, 1.69046, 2.57139, 0.0117076, 0.36668, 0.00603245, -0.135999, 
65.4, 1.6934, 2.57146, 0.0106141, 0.366609, 0.00765291, -0.136693, 
65.408, 1.69633, 2.57152, 0.00951902, 0.366607, 0.00827743, -0.13688, 
65.416, 1.69927, 2.57159, 0.00839237, 0.367024, 0.00857793, -0.140832, 
65.424, 1.7022, 2.57166, 0.00726437, 0.367032, 0.00873796, -0.141, 
65.432, 1.70514, 2.57173, 0.00613533, 0.367035, 0.00892182, -0.141129, 
65.44, 1.70808, 2.5718, 0.00500534, 0.367039, 0.00911182, -0.141249, 
65.448, 1.71101, 2.57186, 0.00533932, 0.367093, 0.00645835, 0.0417473, 
65.456, 1.71399, 2.57191, 0.0066196, 0.372627, 0.00661385, 0.160036, 
65.464, 1.71697, 2.57197, 0.00790593, 0.372682, 0.00752954, 0.160791, 
65.472, 1.71996, 2.57203, 0.00919342, 0.372684, 0.00761513, 0.160936, 
65.48, 1.72293, 2.57207, 0.00897275, 0.372034, 0.00564781, -0.0275832, 
65.488, 1.72591, 2.57213, 0.00738375, 0.372677, 0.00664619, -0.198626, 
